depth.mbsf,elapsed.time.hms,sample.calib,substrate,rep,treatment,conc.uM,RFU
61.55,1:50:00,sample,mub-xylo,3,live,800,313.43
61.55,1:50:00,sample,mub-cell,1,live,800,543.16
61.55,1:50:00,sample,mub-cell,2,live,800,514.61
61.55,1:50:00,sample,mub-cell,3,live,800,551.84
61.55,1:50:00,sample,mub-nag,1,live,800,846.8
61.55,1:50:00,sample,mub-nag,2,live,800,902.47
61.55,1:50:00,sample,mub-nag,3,live,800,811.51
61.55,1:50:00,sample,mub-b-glu,1,live,800,260.67
61.55,1:50:00,sample,mub-b-glu,2,live,800,260.68
61.55,1:50:00,sample,mub-b-glu,3,live,800,310.73
61.55,1:50:00,sample,mub-a-glu,1,live,800,271.54
61.55,1:50:00,sample,mub-a-glu,2,live,800,313.78
61.55,1:50:00,sample,mub-a-glu,3,live,800,271.94
61.55,1:50:00,sample,leu-amc,1,live,800,1421.46
61.55,1:50:00,sample,leu-amc,2,live,800,1258.13
61.55,1:50:00,sample,leu-amc,3,live,800,1541.48
61.55,1:50:00,sample,arg-amc,1,live,800,825.19
61.55,1:50:00,sample,arg-amc,2,live,800,757.12
61.55,1:50:00,sample,arg-amc,3,live,800,789.28
61.55,1:50:00,sample,pro-amc,1,live,800,826.07
61.55,1:50:00,sample,pro-amc,2,live,800,612.51
61.55,1:50:00,sample,pro-amc,3,live,800,710.32
61.55,1:50:00,sample,orn-amc,1,live,800,5365.39
61.55,1:50:00,sample,orn-amc,2,live,800,5221.39
61.55,1:50:00,sample,orn-amc,3,live,800,5761.93
61.55,1:50:00,sample,phe-arg-amc,1,live,800,2761.66
61.55,1:50:00,sample,phe-arg-amc,2,live,800,2877.73
61.55,1:50:00,sample,phe-arg-amc,3,live,800,2771.77
61.55,1:50:00,sample,phe-val-arg-amc,1,live,800,2636.69
61.55,1:50:00,sample,phe-val-arg-amc,2,live,800,2037.66
61.55,1:50:00,sample,phe-val-arg-amc,3,live,800,2220.11
61.55,1:50:00,sample,mub-po4,1,killed,800,3999.15
61.55,1:50:00,sample,mub-po4,2,killed,800,4046.66
61.55,1:50:00,sample,mub-po4,3,killed,800,4149.94
61.55,1:50:00,sample,mub-xylo,1,killed,800,261.2
61.55,1:50:00,sample,mub-xylo,2,killed,800,284.96
61.55,1:50:00,sample,mub-xylo,3,killed,800,204.02
61.55,1:50:00,sample,mub-cell,1,killed,800,444.64
61.55,1:50:00,sample,mub-cell,2,killed,800,354.45
61.55,1:50:00,sample,mub-cell,3,killed,800,372.03
61.55,1:50:00,sample,mub-nag,1,killed,800,496.93
61.55,1:50:00,sample,mub-nag,2,killed,800,641.11
61.55,1:50:00,sample,mub-nag,3,killed,800,560.71
61.55,1:50:00,sample,mub-b-glu,1,killed,800,150.47
61.55,1:50:00,sample,mub-b-glu,2,killed,800,216.47
61.55,1:50:00,sample,mub-b-glu,3,killed,800,247.2
61.55,1:50:00,sample,mub-a-glu,1,killed,800,251.92
61.55,1:50:00,sample,mub-a-glu,2,killed,800,256.35
61.55,1:50:00,sample,mub-a-glu,3,killed,800,203.01
61.55,1:50:00,sample,leu-amc,1,killed,800,1117.22
61.55,1:50:00,sample,leu-amc,2,killed,800,960.59
61.55,1:50:00,sample,leu-amc,3,killed,800,883.4
61.55,1:50:00,sample,arg-amc,1,killed,800,474.12
61.55,1:50:00,sample,arg-amc,2,killed,800,631.85
61.55,1:50:00,sample,arg-amc,3,killed,800,568.86
61.55,1:50:00,sample,pro-amc,1,killed,800,525.97
61.55,1:50:00,sample,pro-amc,2,killed,800,538.77
61.55,1:50:00,sample,pro-amc,3,killed,800,646.56
61.55,1:50:00,sample,orn-amc,1,killed,800,3990.14
61.55,1:50:00,sample,orn-amc,2,killed,800,4772.48
61.55,1:50:00,sample,orn-amc,3,killed,800,3305.39
61.55,1:50:00,sample,phe-arg-amc,1,killed,800,2339.48
61.55,1:50:00,sample,phe-arg-amc,2,killed,800,2205.58
61.55,1:50:00,sample,phe-arg-amc,3,killed,800,1643.98
61.55,1:50:00,sample,phe-val-arg-amc,1,killed,800,1526.22
61.55,1:50:00,sample,phe-val-arg-amc,2,killed,800,1565.57
61.55,1:50:00,sample,phe-val-arg-amc,3,killed,800,1606.43
61.55,1:50:00,standard,mub-po4,NA,buffer,800,217467.82
61.55,1:50:00,standard,mub-xylo,NA,buffer,800,6064.38
61.55,1:50:00,standard,mub-cell,NA,buffer,800,13434.1
61.55,1:50:00,standard,mub-nag,NA,buffer,800,31489.4
61.55,1:50:00,standard,mub-b-glu,NA,buffer,800,3280.33
61.55,1:50:00,standard,mub-a-glu,NA,buffer,800,5215.45
61.55,1:50:00,standard,leu-amc,NA,buffer,800,163574.21
61.55,1:50:00,standard,arg-amc,NA,buffer,800,204375.25
61.55,1:50:00,standard,pro-amc,NA,buffer,800,126789.13
61.55,1:50:00,standard,orn-amc,NA,buffer,800,625453.31
61.55,1:50:00,standard,phe-arg-amc,NA,buffer,800,435797.93
61.55,1:50:00,standard,phe-val-arg-amc,NA,buffer,800,490498.62
61.55,1:50:00,standard,mub-std,NA,buffer,40,457669.59
61.55,1:50:00,standard,amc-std,NA,buffer,40,
61.55,1:50:00,calib,mub-std,NA,live,0,265.38
61.55,1:50:00,calib,mub-std,NA,live,16,3579.77
61.55,1:50:00,calib,mub-std,NA,live,32,9836.07
61.55,1:50:00,calib,mub-std,NA,live,48,18371.36
61.55,1:50:00,calib,mub-std,NA,live,64,22501.67
61.55,1:50:00,calib,mub-std,NA,live,80,20160.95
61.55,1:50:00,calib,amc-std,NA,live,0,248.88
61.55,1:50:00,calib,amc-std,NA,live,16,48562.41
61.55,1:50:00,calib,amc-std,NA,live,32,93361.98
61.55,1:50:00,calib,amc-std,NA,live,48,117248.63
61.55,1:50:00,calib,amc-std,NA,live,64,165451.98
61.55,1:50:00,calib,amc-std,NA,live,80,204144.25
61.55,5:37:00,sample,mub-po4,1,live,800,7144.76
61.55,5:37:00,sample,mub-po4,2,live,800,6867.01
61.55,5:37:00,sample,mub-po4,3,live,800,10069.32
61.55,5:37:00,sample,mub-xylo,1,live,800,337.53
61.55,5:37:00,sample,mub-xylo,2,live,800,312.19
61.55,5:37:00,sample,mub-xylo,3,live,800,406.25
61.55,5:37:00,sample,mub-cell,1,live,800,712.51
61.55,5:37:00,sample,mub-cell,2,live,800,499.82
61.55,5:37:00,sample,mub-cell,3,live,800,544.45
61.55,5:37:00,sample,mub-nag,1,live,800,830.09
61.55,5:37:00,sample,mub-nag,2,live,800,871.97
61.55,5:37:00,sample,mub-nag,3,live,800,1158.19
61.55,5:37:00,sample,mub-b-glu,1,live,800,272.28
61.55,5:37:00,sample,mub-b-glu,2,live,800,263.25
61.55,5:37:00,sample,mub-b-glu,3,live,800,342.25
61.55,5:37:00,sample,mub-a-glu,1,live,800,394.86
61.55,5:37:00,sample,mub-a-glu,2,live,800,357.52
61.55,5:37:00,sample,mub-a-glu,3,live,800,304.05
61.55,5:37:00,sample,leu-amc,1,live,800,1462.67
61.55,5:37:00,sample,leu-amc,2,live,800,1270.59
61.55,5:37:00,sample,leu-amc,3,live,800,1472
61.55,5:37:00,sample,arg-amc,1,live,800,794.9
61.55,5:37:00,sample,arg-amc,2,live,800,812.85
61.55,5:37:00,sample,arg-amc,3,live,800,762.73
61.55,5:37:00,sample,pro-amc,1,live,800,806.95
61.55,5:37:00,sample,pro-amc,2,live,800,641.02
61.55,5:37:00,sample,pro-amc,3,live,800,658.57
61.55,5:37:00,sample,orn-amc,1,live,800,5662.9
61.55,5:37:00,sample,orn-amc,2,live,800,5366.07
61.55,5:37:00,sample,orn-amc,3,live,800,6314.71
61.55,5:37:00,sample,phe-arg-amc,1,live,800,2743.26
61.55,5:37:00,sample,phe-arg-amc,2,live,800,2965.94
61.55,5:37:00,sample,phe-arg-amc,3,live,800,2811.32
61.55,5:37:00,sample,phe-val-arg-amc,1,live,800,2497.62
61.55,5:37:00,sample,phe-val-arg-amc,2,live,800,1939.05
61.55,5:37:00,sample,phe-val-arg-amc,3,live,800,2238.03
61.55,5:37:00,sample,mub-po4,1,killed,800,4775.03
61.55,5:37:00,sample,mub-po4,2,killed,800,4456.57
61.55,5:37:00,sample,mub-po4,3,killed,800,5227.21
61.55,5:37:00,sample,mub-xylo,1,killed,800,398.57
61.55,5:37:00,sample,mub-xylo,2,killed,800,311.46
61.55,5:37:00,sample,mub-xylo,3,killed,800,223.37
61.55,5:37:00,sample,mub-cell,1,killed,800,601.86
61.55,5:37:00,sample,mub-cell,2,killed,800,368.26
61.55,5:37:00,sample,mub-cell,3,killed,800,532.61
61.55,5:37:00,sample,mub-nag,1,killed,800,550.51
61.55,5:37:00,sample,mub-nag,2,killed,800,963.2
61.55,5:37:00,sample,mub-nag,3,killed,800,629.63
61.55,5:37:00,sample,mub-b-glu,1,killed,800,148.89
61.55,5:37:00,sample,mub-b-glu,2,killed,800,241.9
61.55,5:37:00,sample,mub-b-glu,3,killed,800,281.12
61.55,5:37:00,sample,mub-a-glu,1,killed,800,250.36
61.55,5:37:00,sample,mub-a-glu,2,killed,800,380.55
61.55,5:37:00,sample,mub-a-glu,3,killed,800,208.81
61.55,5:37:00,sample,leu-amc,1,killed,800,1139.57
61.55,5:37:00,sample,leu-amc,2,killed,800,878.03
61.55,5:37:00,sample,leu-amc,3,killed,800,879.18
61.55,5:37:00,sample,arg-amc,1,killed,800,490.46
61.55,5:37:00,sample,arg-amc,2,killed,800,649.57
61.55,5:37:00,sample,arg-amc,3,killed,800,658.21
61.55,5:37:00,sample,pro-amc,1,killed,800,584.67
61.55,5:37:00,sample,pro-amc,2,killed,800,564.81
61.55,5:37:00,sample,pro-amc,3,killed,800,674.99
61.55,5:37:00,sample,orn-amc,1,killed,800,4158.58
61.55,5:37:00,sample,orn-amc,2,killed,800,5238.2
61.55,5:37:00,sample,orn-amc,3,killed,800,3500.09
61.55,5:37:00,sample,phe-arg-amc,1,killed,800,2234.19
61.55,5:37:00,sample,phe-arg-amc,2,killed,800,2310.35
61.55,5:37:00,sample,phe-arg-amc,3,killed,800,1733.38
61.55,5:37:00,sample,phe-val-arg-amc,1,killed,800,1588.94
61.55,5:37:00,sample,phe-val-arg-amc,2,killed,800,1642
61.55,5:37:00,sample,phe-val-arg-amc,3,killed,800,1676.75
61.55,5:37:00,standard,mub-po4,NA,buffer,800,218844.87
61.55,5:37:00,standard,mub-xylo,NA,buffer,800,6034.01
61.55,5:37:00,standard,mub-cell,NA,buffer,800,13471.19
61.55,5:37:00,standard,mub-nag,NA,buffer,800,33761.42
61.55,5:37:00,standard,mub-b-glu,NA,buffer,800,3349.74
61.55,5:37:00,standard,mub-a-glu,NA,buffer,800,5227.34
61.55,5:37:00,standard,leu-amc,NA,buffer,800,163104.59
61.55,5:37:00,standard,arg-amc,NA,buffer,800,202219.71
61.55,5:37:00,standard,pro-amc,NA,buffer,800,134408.25
61.55,5:37:00,standard,orn-amc,NA,buffer,800,648052.12
61.55,5:37:00,standard,phe-arg-amc,NA,buffer,800,436404.5
61.55,5:37:00,standard,phe-val-arg-amc,NA,buffer,800,495307.37
61.55,5:37:00,standard,mub-std,NA,buffer,40,1015517.75
61.55,5:37:00,standard,amc-std,NA,buffer,40,44428080
61.55,5:37:00,calib,mub-std,NA,live,0,748.06
61.55,5:37:00,calib,mub-std,NA,live,16,7656.17
61.55,5:37:00,calib,mub-std,NA,live,32,20272.02
61.55,5:37:00,calib,mub-std,NA,live,48,34748.52
61.55,5:37:00,calib,mub-std,NA,live,64,46245.04
61.55,5:37:00,calib,mub-std,NA,live,80,39147.02
61.55,5:37:00,calib,amc-std,NA,live,0,264.92
61.55,5:37:00,calib,amc-std,NA,live,16,45707.07
61.55,5:37:00,calib,amc-std,NA,live,32,83695.93
61.55,5:37:00,calib,amc-std,NA,live,48,119572.97
61.55,5:37:00,calib,amc-std,NA,live,64,159682.29
61.55,5:37:00,calib,amc-std,NA,live,80,192403.07
61.55,20:00:00,sample,mub-po4,1,live,800,13705.18
61.55,20:00:00,sample,mub-po4,2,live,800,11477.31
61.55,20:00:00,sample,mub-po4,3,live,800,13360.43
61.55,20:00:00,sample,mub-xylo,1,live,800,342.04
61.55,20:00:00,sample,mub-xylo,2,live,800,450.82
61.55,20:00:00,sample,mub-xylo,3,live,800,342.04
61.55,20:00:00,sample,mub-cell,1,live,800,489.5
61.55,20:00:00,sample,mub-cell,2,live,800,515.99
61.55,20:00:00,sample,mub-cell,3,live,800,568.1
61.55,20:00:00,sample,mub-nag,1,live,800,831.84
61.55,20:00:00,sample,mub-nag,2,live,800,974.81
61.55,20:00:00,sample,mub-nag,3,live,800,965.78
61.55,20:00:00,sample,mub-b-glu,1,live,800,290.47
61.55,20:00:00,sample,mub-b-glu,2,live,800,274.05
61.55,20:00:00,sample,mub-b-glu,3,live,800,351.57
61.55,20:00:00,sample,mub-a-glu,1,live,800,283.56
61.55,20:00:00,sample,mub-a-glu,2,live,800,473.87
61.55,20:00:00,sample,mub-a-glu,3,live,800,421.06
61.55,20:00:00,sample,leu-amc,1,live,800,1339.27
61.55,20:00:00,sample,leu-amc,2,live,800,1179.8
61.55,20:00:00,sample,leu-amc,3,live,800,1510.28
61.55,20:00:00,sample,arg-amc,1,live,800,830.74
61.55,20:00:00,sample,arg-amc,2,live,800,834.65
61.55,20:00:00,sample,arg-amc,3,live,800,793.01
61.55,20:00:00,sample,pro-amc,1,live,800,1112.94
61.55,20:00:00,sample,pro-amc,2,live,800,729.93
61.55,20:00:00,sample,pro-amc,3,live,800,710.76
61.55,20:00:00,sample,orn-amc,1,live,800,6217.32
61.55,20:00:00,sample,orn-amc,2,live,800,5489.82
61.55,20:00:00,sample,orn-amc,3,live,800,5869.92
61.55,20:00:00,sample,phe-arg-amc,1,live,800,2947.22
61.55,20:00:00,sample,phe-arg-amc,2,live,800,2783.27
61.55,20:00:00,sample,phe-arg-amc,3,live,800,2675.37
61.55,20:00:00,sample,phe-val-arg-amc,1,live,800,2261.99
61.55,20:00:00,sample,phe-val-arg-amc,2,live,800,1865.4
61.55,20:00:00,sample,phe-val-arg-amc,3,live,800,2021.22
61.55,20:00:00,sample,mub-po4,1,killed,800,7007.72
61.55,20:00:00,sample,mub-po4,2,killed,800,7002.71
61.55,20:00:00,sample,mub-po4,3,killed,800,8228.74
61.55,20:00:00,sample,mub-xylo,1,killed,800,414.95
61.55,20:00:00,sample,mub-xylo,2,killed,800,342.87
61.55,20:00:00,sample,mub-xylo,3,killed,800,247.57
61.55,20:00:00,sample,mub-cell,1,killed,800,486.89
61.55,20:00:00,sample,mub-cell,2,killed,800,408.22
61.55,20:00:00,sample,mub-cell,3,killed,800,417.2
61.55,20:00:00,sample,mub-nag,1,killed,800,625.03
61.55,20:00:00,sample,mub-nag,2,killed,800,845.95
61.55,20:00:00,sample,mub-nag,3,killed,800,684.44
61.55,20:00:00,sample,mub-b-glu,1,killed,800,170.34
61.55,20:00:00,sample,mub-b-glu,2,killed,800,253.23
61.55,20:00:00,sample,mub-b-glu,3,killed,800,320.94
61.55,20:00:00,sample,mub-a-glu,1,killed,800,307.47
61.55,20:00:00,sample,mub-a-glu,2,killed,800,303.28
61.55,20:00:00,sample,mub-a-glu,3,killed,800,239.36
61.55,20:00:00,sample,leu-amc,1,killed,800,1185.77
61.55,20:00:00,sample,leu-amc,2,killed,800,850.97
61.55,20:00:00,sample,leu-amc,3,killed,800,1236.94
61.55,20:00:00,sample,arg-amc,1,killed,800,532.63
61.55,20:00:00,sample,arg-amc,2,killed,800,761.4
61.55,20:00:00,sample,arg-amc,3,killed,800,672.32
61.55,20:00:00,sample,pro-amc,1,killed,800,904.16
61.55,20:00:00,sample,pro-amc,2,killed,800,670.71
61.55,20:00:00,sample,pro-amc,3,killed,800,774.83
61.55,20:00:00,sample,orn-amc,1,killed,800,5248.75
61.55,20:00:00,sample,orn-amc,2,killed,800,5329.99
61.55,20:00:00,sample,orn-amc,3,killed,800,3813.71
61.55,20:00:00,sample,phe-arg-amc,1,killed,800,2226.78
61.55,20:00:00,sample,phe-arg-amc,2,killed,800,2196.3
61.55,20:00:00,sample,phe-arg-amc,3,killed,800,1700.57
61.55,20:00:00,sample,phe-val-arg-amc,1,killed,800,1515
61.55,20:00:00,sample,phe-val-arg-amc,2,killed,800,1590
61.55,20:00:00,sample,phe-val-arg-amc,3,killed,800,1493.83
61.55,20:00:00,standard,mub-po4,NA,buffer,800,224053.96
61.55,20:00:00,standard,mub-xylo,NA,buffer,800,6216.55
61.55,20:00:00,standard,mub-cell,NA,buffer,800,13743.72
61.55,20:00:00,standard,mub-nag,NA,buffer,800,39866.66
61.55,20:00:00,standard,mub-b-glu,NA,buffer,800,3592.19
61.55,20:00:00,standard,mub-a-glu,NA,buffer,800,5346.99
61.55,20:00:00,standard,leu-amc,NA,buffer,800,213422.46
61.55,20:00:00,standard,arg-amc,NA,buffer,800,218173.09
61.55,20:00:00,standard,pro-amc,NA,buffer,800,173040.31
61.55,20:00:00,standard,orn-amc,NA,buffer,800,723065.93
61.55,20:00:00,standard,phe-arg-amc,NA,buffer,800,451592.37
61.55,20:00:00,standard,phe-val-arg-amc,NA,buffer,800,514307.09
61.55,20:00:00,standard,mub-std,NA,buffer,40,3593831.75
61.55,20:00:00,standard,amc-std,NA,buffer,40,
61.55,20:00:00,calib,mub-std,NA,live,0,254.62
61.55,20:00:00,calib,mub-std,NA,live,16,18267.72
61.55,20:00:00,calib,mub-std,NA,live,32,55975.23
61.55,20:00:00,calib,mub-std,NA,live,48,78109.81
61.55,20:00:00,calib,mub-std,NA,live,64,99352.39
61.55,20:00:00,calib,mub-std,NA,live,80,85910.59
61.55,20:00:00,calib,amc-std,NA,live,0,250.07
61.55,20:00:00,calib,amc-std,NA,live,16,43095.53
61.55,20:00:00,calib,amc-std,NA,live,32,96710.89
61.55,20:00:00,calib,amc-std,NA,live,48,141704.09
61.55,20:00:00,calib,amc-std,NA,live,64,157508.03
61.55,20:00:00,calib,amc-std,NA,live,80,188370.59
61.55,23:00:00,sample,mub-po4,1,live,800,15172.64
61.55,23:00:00,sample,mub-po4,2,live,800,13176.72
61.55,23:00:00,sample,mub-po4,3,live,800,14278.91
61.55,23:00:00,sample,mub-xylo,1,live,800,336.49
61.55,23:00:00,sample,mub-xylo,2,live,800,338.03
61.55,23:00:00,sample,mub-xylo,3,live,800,348.8
61.55,23:00:00,sample,mub-cell,1,live,800,527.76
61.55,23:00:00,sample,mub-cell,2,live,800,498.41
61.55,23:00:00,sample,mub-cell,3,live,800,548.39
61.55,23:00:00,sample,mub-nag,1,live,800,980.54
61.55,23:00:00,sample,mub-nag,2,live,800,946.03
61.55,23:00:00,sample,mub-nag,3,live,800,911.01
61.55,23:00:00,sample,mub-b-glu,1,live,800,296.05
61.55,23:00:00,sample,mub-b-glu,2,live,800,285.22
61.55,23:00:00,sample,mub-b-glu,3,live,800,520.59
61.55,23:00:00,sample,mub-a-glu,1,live,800,279.14
61.55,23:00:00,sample,mub-a-glu,2,live,800,384.3
61.55,23:00:00,sample,mub-a-glu,3,live,800,315.82
61.55,23:00:00,sample,leu-amc,1,live,800,1398.26
61.55,23:00:00,sample,leu-amc,2,live,800,1162.93
61.55,23:00:00,sample,leu-amc,3,live,800,1479.78
61.55,23:00:00,sample,arg-amc,1,live,800,809.35
61.55,23:00:00,sample,arg-amc,2,live,800,1158.21
61.55,23:00:00,sample,arg-amc,3,live,800,884.93
61.55,23:00:00,sample,pro-amc,1,live,800,842.38
61.55,23:00:00,sample,pro-amc,2,live,800,705.97
61.55,23:00:00,sample,pro-amc,3,live,800,743.38
61.55,23:00:00,sample,orn-amc,1,live,800,6802.83
61.55,23:00:00,sample,orn-amc,2,live,800,5954.75
61.55,23:00:00,sample,orn-amc,3,live,800,6478.17
61.55,23:00:00,sample,phe-arg-amc,1,live,800,2645.21
61.55,23:00:00,sample,phe-arg-amc,2,live,800,2991.02
61.55,23:00:00,sample,phe-arg-amc,3,live,800,2478.17
61.55,23:00:00,sample,phe-val-arg-amc,1,live,800,2290.1
61.55,23:00:00,sample,phe-val-arg-amc,2,live,800,1735.03
61.55,23:00:00,sample,phe-val-arg-amc,3,live,800,2095.65
61.55,23:00:00,sample,mub-po4,1,killed,800,7443.08
61.55,23:00:00,sample,mub-po4,2,killed,800,7305.28
61.55,23:00:00,sample,mub-po4,3,killed,800,8634.24
61.55,23:00:00,sample,mub-xylo,1,killed,800,315.71
61.55,23:00:00,sample,mub-xylo,2,killed,800,339.34
61.55,23:00:00,sample,mub-xylo,3,killed,800,233.52
61.55,23:00:00,sample,mub-cell,1,killed,800,492.31
61.55,23:00:00,sample,mub-cell,2,killed,800,522.12
61.55,23:00:00,sample,mub-cell,3,killed,800,408.92
61.55,23:00:00,sample,mub-nag,1,killed,800,678.98
61.55,23:00:00,sample,mub-nag,2,killed,800,863.57
61.55,23:00:00,sample,mub-nag,3,killed,800,700.56
61.55,23:00:00,sample,mub-b-glu,1,killed,800,160.57
61.55,23:00:00,sample,mub-b-glu,2,killed,800,368.39
61.55,23:00:00,sample,mub-b-glu,3,killed,800,301.36
61.55,23:00:00,sample,mub-a-glu,1,killed,800,281.97
61.55,23:00:00,sample,mub-a-glu,2,killed,800,296.57
61.55,23:00:00,sample,mub-a-glu,3,killed,800,219.7
