depth.mbsf,elapsed.time.hms,sample.calib,substrate,rep,treatment,conc.uM,RFU
61.55,23:00:00,sample,leu-amc,1,killed,800,1058.1
61.55,23:00:00,sample,leu-amc,2,killed,800,984.66
61.55,23:00:00,sample,leu-amc,3,killed,800,891.11
61.55,23:00:00,sample,arg-amc,1,killed,800,548.4
61.55,23:00:00,sample,arg-amc,2,killed,800,812.65
61.55,23:00:00,sample,arg-amc,3,killed,800,679.63
61.55,23:00:00,sample,pro-amc,1,killed,800,638.41
61.55,23:00:00,sample,pro-amc,2,killed,800,631.45
61.55,23:00:00,sample,pro-amc,3,killed,800,846.18
61.55,23:00:00,sample,orn-amc,1,killed,800,4935.01
61.55,23:00:00,sample,orn-amc,2,killed,800,5597.31
61.55,23:00:00,sample,orn-amc,3,killed,800,3984.35
61.55,23:00:00,sample,phe-arg-amc,1,killed,800,2206.36
61.55,23:00:00,sample,phe-arg-amc,2,killed,800,2064.86
61.55,23:00:00,sample,phe-arg-amc,3,killed,800,1630.92
61.55,23:00:00,sample,phe-val-arg-amc,1,killed,800,1554.84
61.55,23:00:00,sample,phe-val-arg-amc,2,killed,800,1459.79
61.55,23:00:00,sample,phe-val-arg-amc,3,killed,800,1541.51
61.55,23:00:00,standard,mub-po4,NA,buffer,800,226817
61.55,23:00:00,standard,mub-xylo,NA,buffer,800,6229.53
61.55,23:00:00,standard,mub-cell,NA,buffer,800,13768.06
61.55,23:00:00,standard,mub-nag,NA,buffer,800,41633.57
61.55,23:00:00,standard,mub-b-glu,NA,buffer,800,3640.13
61.55,23:00:00,standard,mub-a-glu,NA,buffer,800,5364.37
61.55,23:00:00,standard,leu-amc,NA,buffer,800,189242.89
61.55,23:00:00,standard,arg-amc,NA,buffer,800,228096.1
61.55,23:00:00,standard,pro-amc,NA,buffer,800,179669
61.55,23:00:00,standard,orn-amc,NA,buffer,800,735020.43
61.55,23:00:00,standard,phe-arg-amc,NA,buffer,800,449310.18
61.55,23:00:00,standard,phe-val-arg-amc,NA,buffer,800,515923.75
61.55,23:00:00,standard,mub-std,NA,buffer,40,4257099.5
61.55,23:00:00,standard,amc-std,NA,buffer,40,
61.55,23:00:00,calib,mub-std,NA,live,0,250.7
61.55,23:00:00,calib,mub-std,NA,live,16,19572.44
61.55,23:00:00,calib,mub-std,NA,live,32,50339.68
61.55,23:00:00,calib,mub-std,NA,live,48,87348.97
61.55,23:00:00,calib,mub-std,NA,live,64,103931.87
61.55,23:00:00,calib,mub-std,NA,live,80,91968.39
61.55,23:00:00,calib,amc-std,NA,live,0,248.47
61.55,23:00:00,calib,amc-std,NA,live,16,47910.33
61.55,23:00:00,calib,amc-std,NA,live,32,73378.58
61.55,23:00:00,calib,amc-std,NA,live,48,114380.12
61.55,23:00:00,calib,amc-std,NA,live,64,173401.06
61.55,23:00:00,calib,amc-std,NA,live,80,245042.37
