depth.mbsf,elapsed.time.hms,sample.calib,substrate,rep,treatment,conc.uM,RFU
48.22,15:07:00,sample,mub-po4,2,live,800,2336.67
48.22,15:07:00,sample,mub-po4,3,live,800,1551.65
48.22,15:07:00,sample,mub-xylo,1,live,800,113.25
48.22,15:07:00,sample,mub-xylo,2,live,800,122.16
48.22,15:07:00,sample,mub-xylo,3,live,800,126.67
48.22,15:07:00,sample,mub-cell,1,live,800,127.24
48.22,15:07:00,sample,mub-cell,2,live,800,114.9
48.22,15:07:00,sample,mub-cell,3,live,800,119.5
48.22,15:07:00,sample,mub-nag,1,live,800,256.92
48.22,15:07:00,sample,mub-nag,2,live,800,190.02
48.22,15:07:00,sample,mub-nag,3,live,800,236.68
48.22,15:07:00,sample,mub-b-glu,1,live,800,263.73
48.22,15:07:00,sample,mub-b-glu,2,live,800,166.49
48.22,15:07:00,sample,mub-b-glu,3,live,800,169.42
48.22,15:07:00,sample,mub-a-glu,1,live,800,107.04
48.22,15:07:00,sample,mub-a-glu,2,live,800,121.85
48.22,15:07:00,sample,mub-a-glu,3,live,800,97.87
48.22,15:07:00,sample,leu-amc,1,live,800,269.81
48.22,15:07:00,sample,leu-amc,2,live,800,395.75
48.22,15:07:00,sample,leu-amc,3,live,800,432.51
48.22,15:07:00,sample,arg-amc,1,live,800,385.48
48.22,15:07:00,sample,arg-amc,2,live,800,374.61
48.22,15:07:00,sample,arg-amc,3,live,800,368.26
48.22,15:07:00,sample,pro-amc,1,live,800,179.08
48.22,15:07:00,sample,pro-amc,2,live,800,195.1
48.22,15:07:00,sample,pro-amc,3,live,800,178.6
48.22,15:07:00,sample,orn-amc,1,live,800,872.92
48.22,15:07:00,sample,orn-amc,2,live,800,858.36
48.22,15:07:00,sample,orn-amc,3,live,800,1686.32
48.22,15:07:00,sample,phe-arg-amc,1,live,800,335.15
48.22,15:07:00,sample,phe-arg-amc,2,live,800,336.94
48.22,15:07:00,sample,phe-arg-amc,3,live,800,349.77
48.22,15:07:00,sample,phe-val-arg-amc,1,live,800,430.03
48.22,15:07:00,sample,phe-val-arg-amc,2,live,800,504.09
48.22,15:07:00,sample,phe-val-arg-amc,3,live,800,411.04
48.22,15:07:00,sample,mub-po4,1,killed,800,3313.79
48.22,15:07:00,sample,mub-po4,2,killed,800,2978.41
48.22,15:07:00,sample,mub-po4,3,killed,800,2654.88
48.22,15:07:00,sample,mub-xylo,1,killed,800,494.17
48.22,15:07:00,sample,mub-xylo,2,killed,800,348.89
48.22,15:07:00,sample,mub-xylo,3,killed,800,372.7
48.22,15:07:00,sample,mub-cell,1,killed,800,426.07
48.22,15:07:00,sample,mub-cell,2,killed,800,454.9
48.22,15:07:00,sample,mub-cell,3,killed,800,454.36
48.22,15:07:00,sample,mub-nag,1,killed,800,482.29
48.22,15:07:00,sample,mub-nag,2,killed,800,477.54
48.22,15:07:00,sample,mub-nag,3,killed,800,505.08
48.22,15:07:00,sample,mub-b-glu,1,killed,800,403.82
48.22,15:07:00,sample,mub-b-glu,2,killed,800,380.99
48.22,15:07:00,sample,mub-b-glu,3,killed,800,361.21
48.22,15:07:00,sample,mub-a-glu,1,killed,800,378.82
48.22,15:07:00,sample,mub-a-glu,2,killed,800,376.95
48.22,15:07:00,sample,mub-a-glu,3,killed,800,360.36
48.22,15:07:00,sample,leu-amc,1,killed,800,1017.55
48.22,15:07:00,sample,leu-amc,2,killed,800,1163.67
48.22,15:07:00,sample,leu-amc,3,killed,800,1079.84
48.22,15:07:00,sample,arg-amc,1,killed,800,623.78
48.22,15:07:00,sample,arg-amc,2,killed,800,611.58
48.22,15:07:00,sample,arg-amc,3,killed,800,556.52
48.22,15:07:00,sample,pro-amc,1,killed,800,514.28
48.22,15:07:00,sample,pro-amc,2,killed,800,500.68
48.22,15:07:00,sample,pro-amc,3,killed,800,519.22
48.22,15:07:00,sample,orn-amc,1,killed,800,2240.75
48.22,15:07:00,sample,orn-amc,2,killed,800,1769.03
48.22,15:07:00,sample,orn-amc,3,killed,800,2065.39
48.22,15:07:00,sample,phe-arg-amc,1,killed,800,1189.61
48.22,15:07:00,sample,phe-arg-amc,2,killed,800,1020.43
48.22,15:07:00,sample,phe-arg-amc,3,killed,800,1119.24
48.22,15:07:00,sample,phe-val-arg-amc,1,killed,800,1016.85
48.22,15:07:00,sample,phe-val-arg-amc,2,killed,800,1076.45
48.22,15:07:00,sample,phe-val-arg-amc,3,killed,800,1010.76
48.22,15:07:00,calib,mub-std,NA,live,0,77.32
48.22,15:07:00,calib,mub-std,NA,live,16,3089.21
48.22,15:07:00,calib,mub-std,NA,live,32,6245.4
48.22,15:07:00,calib,mub-std,NA,live,48,12194.53
48.22,15:07:00,calib,mub-std,NA,live,64,15211.81
48.22,15:07:00,calib,mub-std,NA,live,80,8758.54
48.22,15:07:00,calib,amc-std,NA,live,0,87.69
48.22,15:07:00,calib,amc-std,NA,live,16,4236.8
48.22,15:07:00,calib,amc-std,NA,live,32,7904.08
48.22,15:07:00,calib,amc-std,NA,live,48,12445.86
48.22,15:07:00,calib,amc-std,NA,live,64,15494.57
48.22,15:07:00,calib,amc-std,NA,live,80,19307.79
48.22,23:16:00,sample,mub-po4,1,live,800,2742.87
48.22,23:16:00,sample,mub-po4,2,live,800,2613.49
48.22,23:16:00,sample,mub-po4,3,live,800,2250.29
48.22,23:16:00,sample,mub-xylo,1,live,800,122.61
48.22,23:16:00,sample,mub-xylo,2,live,800,129.64
48.22,23:16:00,sample,mub-xylo,3,live,800,141.28
48.22,23:16:00,sample,mub-cell,1,live,800,134.97
48.22,23:16:00,sample,mub-cell,2,live,800,124.47
48.22,23:16:00,sample,mub-cell,3,live,800,132.7
48.22,23:16:00,sample,mub-nag,1,live,800,321.31
48.22,23:16:00,sample,mub-nag,2,live,800,236.34
48.22,23:16:00,sample,mub-nag,3,live,800,201.93
48.22,23:16:00,sample,mub-b-glu,1,live,800,210.99
48.22,23:16:00,sample,mub-b-glu,2,live,800,231.83
48.22,23:16:00,sample,mub-b-glu,3,live,800,239.21
48.22,23:16:00,sample,mub-a-glu,1,live,800,133.58
48.22,23:16:00,sample,mub-a-glu,2,live,800,144.09
48.22,23:16:00,sample,mub-a-glu,3,live,800,120.81
48.22,23:16:00,sample,leu-amc,1,live,800,362.74
48.22,23:16:00,sample,leu-amc,2,live,800,436.87
48.22,23:16:00,sample,leu-amc,3,live,800,515.21
48.22,23:16:00,sample,arg-amc,1,live,800,547.49
48.22,23:16:00,sample,arg-amc,2,live,800,529.9
48.22,23:16:00,sample,arg-amc,3,live,800,539.53
48.22,23:16:00,sample,pro-amc,1,live,800,195.44
48.22,23:16:00,sample,pro-amc,2,live,800,360.74
48.22,23:16:00,sample,pro-amc,3,live,800,204.02
48.22,23:16:00,sample,orn-amc,1,live,800,988.54
48.22,23:16:00,sample,orn-amc,2,live,800,1200.02
48.22,23:16:00,sample,orn-amc,3,live,800,2163.64
48.22,23:16:00,sample,phe-arg-amc,1,live,800,375.57
48.22,23:16:00,sample,phe-arg-amc,2,live,800,415.57
48.22,23:16:00,sample,phe-arg-amc,3,live,800,379.7
48.22,23:16:00,sample,phe-val-arg-amc,1,live,800,528.14
48.22,23:16:00,sample,phe-val-arg-amc,2,live,800,605.59
48.22,23:16:00,sample,phe-val-arg-amc,3,live,800,531.8
48.22,23:16:00,sample,mub-po4,1,killed,800,3127.65
48.22,23:16:00,sample,mub-po4,2,killed,800,3568.31
48.22,23:16:00,sample,mub-po4,3,killed,800,2775.37
48.22,23:16:00,sample,mub-xylo,1,killed,800,373.38
48.22,23:16:00,sample,mub-xylo,2,killed,800,355.08
48.22,23:16:00,sample,mub-xylo,3,killed,800,516.81
48.22,23:16:00,sample,mub-cell,1,killed,800,408.17
48.22,23:16:00,sample,mub-cell,2,killed,800,480.57
48.22,23:16:00,sample,mub-cell,3,killed,800,511.31
48.22,23:16:00,sample,mub-nag,1,killed,800,530.76
48.22,23:16:00,sample,mub-nag,2,killed,800,578.49
48.22,23:16:00,sample,mub-nag,3,killed,800,564.89
48.22,23:16:00,sample,mub-b-glu,1,killed,800,373.96
48.22,23:16:00,sample,mub-b-glu,2,killed,800,419.54
48.22,23:16:00,sample,mub-b-glu,3,killed,800,374.64
48.22,23:16:00,sample,mub-a-glu,1,killed,800,382.08
48.22,23:16:00,sample,mub-a-glu,2,killed,800,394.99
48.22,23:16:00,sample,mub-a-glu,3,killed,800,379.51
48.22,23:16:00,sample,leu-amc,1,killed,800,1014.51
48.22,23:16:00,sample,leu-amc,2,killed,800,1092.6
48.22,23:16:00,sample,leu-amc,3,killed,800,1153.41
48.22,23:16:00,sample,arg-amc,1,killed,800,718.31
48.22,23:16:00,sample,arg-amc,2,killed,800,678.05
48.22,23:16:00,sample,arg-amc,3,killed,800,626.97
48.22,23:16:00,sample,pro-amc,1,killed,800,521.53
48.22,23:16:00,sample,pro-amc,2,killed,800,493.35
48.22,23:16:00,sample,pro-amc,3,killed,800,546.21
48.22,23:16:00,sample,orn-amc,1,killed,800,2182.66
48.22,23:16:00,sample,orn-amc,2,killed,800,2164.92
48.22,23:16:00,sample,orn-amc,3,killed,800,1966.16
48.22,23:16:00,sample,phe-arg-amc,1,killed,800,1188.7
48.22,23:16:00,sample,phe-arg-amc,2,killed,800,1138.57
48.22,23:16:00,sample,phe-arg-amc,3,killed,800,1039.09
48.22,23:16:00,sample,phe-val-arg-amc,1,killed,800,990.3
48.22,23:16:00,sample,phe-val-arg-amc,2,killed,800,1032.63
48.22,23:16:00,sample,phe-val-arg-amc,3,killed,800,1011.61
48.22,23:16:00,calib,mub-std,NA,live,0,82.47
48.22,23:16:00,calib,mub-std,NA,live,16,3748.12
48.22,23:16:00,calib,mub-std,NA,live,32,7197.54
48.22,23:16:00,calib,mub-std,NA,live,48,13218.59
48.22,23:16:00,calib,mub-std,NA,live,64,16972.26
48.22,23:16:00,calib,mub-std,NA,live,80,12142.61
48.22,23:16:00,calib,amc-std,NA,live,0,89.65
48.22,23:16:00,calib,amc-std,NA,live,16,4373.36
48.22,23:16:00,calib,amc-std,NA,live,32,7913.42
48.22,23:16:00,calib,amc-std,NA,live,48,12667.19
48.22,23:16:00,calib,amc-std,NA,live,64,15715.29
48.22,23:16:00,calib,amc-std,NA,live,80,20358.34
