depth.mbsf,substrate,treatment,conc.uM,slope,int,slope.se,int.se,pval,rsq,n,calib.slope,v0.bulk,v0.bulk.se,sed.conc,v0,v0.se
4.5,pro-amc,live,800,175.77497113756291,734.9691035648549,21.882314259417765,339.5431225262544,1.1360939279420806e-5,0.8658167211552813,12.0,1429.1165982142863,0.1229955423911511,0.015311776720500072,30.2,0.0040727000791771885,5.070124741887441e-4
4.5,mub-po4,live,800,1281.9792023555426,378.00227114460563,56.40269687239883,875.1884095949213,6.125236941531643e-10,0.9810105897826001,12.0,569.3726011904762,2.2515646163428107,0.09906113633579998,30.2,0.07455511974645068,0.0032801700773443703
4.5,mub-po4,killed,800,63.88300683817743,360.32983289899306,5.477134054139334,84.98750073644337,3.815304956486606e-7,0.9315252178967046,12.0,569.3726011904762,0.11219894793779549,0.009619595397965119,30.2,0.003715196951582632,3.1852964893924236e-4
11.1,orn-amc,live,800,127.60965842793767,1890.7974259217988,5.486403968523799,75.48419275326367,5.609736192413628e-12,0.9765339933449627,15.0,381.14462499999985,0.3348063964641709,0.014394546344511093,30.2,0.011086304518681155,4.766406074341422e-4
11.1,mub-xylo,killed,800,24.153385353752235,781.7940824086454,5.793679584704141,79.78377560032135,0.001301941531810455,0.591557382689062,14.0,569.3726011904762,0.04242105310872174,0.010175550373499516,30.2,0.0014046706327391304,3.3693875408938794e-4
11.1,mub-b-glu,live,800,213.7809845134159,72.54380195270625,11.389032917846999,156.69497925712184,8.443331619605748e-11,0.9644169052011579,15.0,569.3726011904762,0.3754676358968286,0.02000277655446393,30.2,0.012432703175391675,6.623435945186731e-4
11.1,arg-amc,killed,800,41.64405522814453,1932.6041734501684,5.002164013982257,68.82182113842241,1.4417285059480286e-6,0.8420587493668958,15.0,381.14462499999985,0.10926050768299447,0.013124057604071574,30.2,0.0036178976053971683,4.345714438434296e-4
11.1,mub-nag,killed,800,109.9508457327226,956.9884428810033,13.122352519876715,180.54270022212137,1.3425141229563417e-6,0.8437611208486665,15.0,569.3726011904762,0.19310877534821871,0.023047038955579816,30.2,0.006394330309543666,7.631469852840999e-4
11.1,mub-cell,live,800,15.188705249925771,206.98140937499082,0.8395894200363849,11.551415094335379,1.3418658500140545e-10,0.9617951633680907,15.0,569.3726011904762,0.026676213815291384,0.001474586972188202,30.2,0.00088331833825468155,4.88273831850398e-5
11.1,mub-a-glu,killed,800,29.797157763053445,700.5362249708966,2.8897395209668866,39.75821982100225,1.259181830427139e-7,0.89105315032501,15.0,569.3726011904762,0.05233331864011699,0.005075304844182627,30.2,0.0017328913456992382,1.6805645179412672e-4
11.1,phe-arg-amc,killed,800,19.255667978031592,2598.1552332172546,15.711064769893843,216.15926356381144,0.24208549654349454,0.1035796190539058,15.0,381.14462499999985,0.050520633678178196,0.04122074335927956,30.2,0.0016728686648403376,0.0013649252767973365
11.1,mub-nag,live,800,87.15247084440634,282.0317320576078,7.220167154275419,99.33801672477861,1.947520461108463e-8,0.9180853629286492,15.0,569.3726011904762,0.15306755306135747,0.012680917801768277,30.2,0.005068462021899254,4.198979404559032e-4
11.1,mub-b-glu,killed,800,26.014240439638282,731.8525503185496,8.709803396756524,119.83304222869643,0.01050256903339498,0.40695694701044194,15.0,569.3726011904762,0.04568930852177686,0.015297194453237788,30.2,0.001512891010654863,5.065296176568804e-4
11.1,mub-cell,killed,800,26.115066646647207,830.2370433333939,3.2736714031176244,45.040511894764236,2.3067870312846316e-6,0.8303699244497872,15.0,569.3726011904762,0.04586639151944502,0.005749611759106161,30.2,0.0015187546860743384,1.903844953346411e-4
11.1,mub-xylo,live,800,19.143171184625047,211.03898928004654,1.7548169625203254,24.14349045486374,6.49865407786857e-8,0.9015186589790296,15.0,569.3726011904762,0.033621518043895036,0.003082018626908382,30.2,0.0011132952994667232,1.020535969174961e-4
11.1,mub-po4,killed,800,446.4012000234309,32454.439342406495,194.48606440785474,2675.81892580473,0.03899835957597091,0.28838632542442133,15.0,569.3726011904762,0.7840229738664456,0.3415795983178895,30.2,0.025961025624716742,0.01131058272575793
11.1,leu-amc,live,800,165.81774180408172,1025.2930068353458,21.006647132627176,289.0180545137058,2.588469520249373e-6,0.8273771236321016,15.0,381.14462499999985,0.4350520273087461,0.055114635638970864,30.2,0.014405696268501527,0.0018249879350652604
11.1,mub-a-glu,live,800,11.39971808909247,164.4624634841099,1.5742187836481618,21.658746746036417,6.538113301707198e-6,0.8013430423998911,15.0,569.3726011904762,0.020021543125287904,0.00276483058783773,30.2,6.629650041486061e-4,9.155068171648113e-5
11.1,arg-amc,live,800,155.64004811405172,565.554665773646,12.153560335477552,167.21366058074798,9.544979631461995e-9,0.9265523908540221,15.0,381.14462499999985,0.40834905677615624,0.03188700440279738,30.2,0.013521491946230339,0.0010558610729403106
11.1,mub-po4,live,800,964.6544904310662,9642.76732647351,181.92811854528995,2387.4098701535954,1.8760750456061297e-4,0.7008628449018571,14.0,569.3726011904762,1.6942411496691487,0.31952383758000374,30.2,0.05610070032017049,0.01058025952251668
11.1,phe-val-arg-amc,live,800,443.7152940538816,972.6011850217345,10.562182230479188,145.31882886398304,2.846817739307296e-15,0.9926876915103439,15.0,381.14462499999985,1.1641651618565572,0.027711743883254793,30.2,0.03854851529326348,9.176074133528077e-4
11.1,phe-val-arg-amc,killed,800,11.911981684880582,1949.4326300255423,9.477013944100687,130.388639149797,0.23089230086412613,0.10836048705153667,15.0,381.14462499999985,0.031253180298372533,0.02486461390896091,30.2,0.0010348735198136602,8.233315863894341e-4
11.1,phe-arg-amc,live,800,255.10570504322254,860.1116550034202,12.824088506351947,176.43906177015305,4.065039055704952e-11,0.9681933365974466,15.0,381.14462499999985,0.6693147123437007,0.03364625306299925,30.2,0.022162738819327836,0.0011141143398344124
11.1,pro-amc,killed,800,51.29777430429547,1726.4450459746383,12.99615243555681,178.8063877768595,0.0016704997016520498,0.5451364580574711,15.0,381.14462499999985,0.1345887386036088,0.034097693062198675,30.2,0.004456580748463867,0.0011290626841787641
11.1,orn-amc,killed,800,192.9484659522051,5977.784866377349,32.46324600160499,446.6426337980908,4.8748716961110836e-5,0.7309956194572123,15.0,381.14462499999985,0.5062342567528144,0.08517303897858984,30.2,0.0167627237335369,0.002820299303926816
11.1,pro-amc,live,800,84.07856574880104,551.2943249691457,6.677792527796113,91.87580448438848,1.1718010910007892e-8,0.9242104253362564,15.0,381.14462499999985,0.22059491393536265,0.01752036389807705,30.2,0.007304467348853068,5.801444999363262e-4
11.1,leu-amc,killed,800,30.852803080388714,2171.0534054027794,35.267575608994264,472.84547318905726,0.39884265877461267,0.05995240881643988,14.0,381.14462499999985,0.08094775855854908,0.09253069122775712,30.2,0.002680389356243347,0.0030639301731045405
17.6,mub-b-glu,live,800,119.6267776242344,148.60925226815118,12.078468356641647,147.60173322930746,1.7361556610113627e-6,0.9074861163679069,12.0,569.3726011904762,0.2101027997731398,0.02121364521472812,30.2,0.006957046350103967,7.02438583269143e-4
17.6,orn-amc,live,800,63.82391717801049,1203.5534240022255,7.891983811292017,96.44190428530655,1.0707125075804568e-5,0.8673784528668115,12.0,305.51405405405404,0.20890664874853265,0.025831819212793736,30.2,0.006917438700282538,8.553582520792628e-4
17.6,mub-a-glu,killed,800,16.753430678345264,743.3895934867987,3.0137400820103895,36.82861489327544,2.4104999184343132e-4,0.7555171458073853,12.0,569.3726011904762,0.029424371041592536,0.005293089403510272,30.2,9.743169219070376e-4,1.752678610433865e-4
17.6,mub-xylo,killed,800,12.605807177258132,820.9725689254686,2.1438513927550913,26.19836986058882,1.55189940005444e-4,0.7756549048416026,12.0,569.3726011904762,0.022139820481177356,0.003765287244719199,30.2,7.331066384495814e-4,1.2467838558672845e-4
17.6,mub-cell,killed,800,7.3049675374864735,740.9234247951771,4.643892241145744,50.14847642925706,0.1501632336076016,0.2156461996977752,11.0,569.3726011904762,0.012829854338288912,0.008156156849549897,30.2,4.2482961385062625e-4,2.700714188592681e-4
17.6,phe-arg-amc,killed,800,-1.476437961126145,2770.547361843511,7.509600710927576,91.76909257567014,0.8480735065573898,0.003850536277595825,12.0,305.51405405405404,-0.004832635165336523,0.024580213614653932,30.2,-1.6002103196478555e-4,8.139143581011236e-4
17.6,arg-amc,killed,800,26.640521289776956,1595.257443058533,6.190110930509974,75.64461612573159,0.0015523238539456492,0.6493938143148283,12.0,305.51405405405404,0.08719900422343091,0.020261296815546066,30.2,0.0028873842458089706,6.709038680644393e-4
17.6,mub-nag,killed,800,12.129731213332319,1235.50386907112,11.748480514683616,146.85054744214716,0.3288060526593363,0.1058970737795696,11.0,569.3726011904762,0.021303679151351496,0.02063408125034333,30.2,7.05419839448725e-4,6.832477235213023e-4
17.6,mub-a-glu,live,800,14.026145154669805,187.2089477729282,1.7252432392715111,21.082879454545644,1.022215717875627e-5,0.868587261362517,12.0,569.3726011904762,0.024634387263003443,0.0030300777305832345,30.2,8.157081875166703e-4,1.0033369968818657e-4
17.6,mub-xylo,live,800,14.475355496275753,191.29710070338945,1.5398258323645932,18.817034992959098,2.7925496063629186e-6,0.8983451816656723,12.0,569.3726011904762,0.02542334398601174,0.0027044255890519477,30.2,8.418325823182695e-4,8.95505161937731e-5
17.6,arg-amc,live,800,120.03490077722996,285.8599090390478,6.484186164489241,79.23828487192539,4.56369671127937e-9,0.9716466592947208,12.0,305.51405405405404,0.39289485764865145,0.021223855591736562,30.2,0.013009763498299718,7.02776675223065e-4
17.6,mub-nag,live,800,37.961359261950584,267.39778445178206,9.803163824958801,119.79697499469104,0.0030972404203400664,0.599922481066488,12.0,569.3726011904762,0.06667226203470072,0.017217484305464992,30.2,0.0022076907958510175,5.701153743531454e-4
17.6,mub-cell,live,800,12.57862146206087,224.48438405248464,2.3011304579818113,28.12035714760969,2.744897532315028e-4,0.7492490500019517,12.0,569.3726011904762,0.022092073689111105,0.004041519478054404,30.2,7.315256188447386e-4,1.3382514827994715e-4
17.6,phe-arg-amc,live,800,120.21038960544223,722.325844199093,5.443925722366137,66.52605682002793,8.13555931839279e-10,0.9799033524490071,12.0,305.51405405405404,0.3934692627402785,0.017818904401049104,30.2,0.013028783534446309,5.900299470546061e-4
17.6,leu-amc,killed,800,29.448867869003262,2872.0578133784634,7.969321549615388,97.38698969543532,0.004140616721052471,0.5772579683686647,12.0,305.51405405405404,0.09639120517772622,0.026084958920434442,30.2,0.0031917617608518615,8.637403616037895e-4
17.6,mub-po4,killed,800,422.2400297800366,28011.415534676707,152.3017320194766,1644.676366656899,0.021668616106752525,0.46063067549197073,11.0,569.3726011904762,0.7415882480070053,0.26749044773323405,30.2,0.02455590225188759,0.008857299593815697
17.6,mub-b-glu,killed,800,33.218828945601516,624.5304036338667,14.310832394907234,174.8817485025679,0.04268275471934749,0.3501488674683331,12.0,569.3726011904762,0.05834286524526421,0.02513438891331501,30.2,0.0019318829551411992,8.322645335534772e-4
17.6,orn-amc,killed,800,71.23047177600996,4225.999459224713,41.87782116944999,511.7568557505798,0.11979386644531284,0.22439135724299086,12.0,305.51405405405404,0.23314957472760742,0.13707330518431934,30.2,0.007720184593629385,0.004538851165043687
17.6,mub-po4,live,800,677.4632517183154,7452.628741229061,70.51757074275272,861.7413530770417,2.2925707104095393e-6,0.9022432321158301,12.0,569.3726011904762,1.1898416788968018,0.12385135954085362,30.2,0.039398731089298075,0.004101038395392504
17.6,phe-val-arg-amc,live,800,259.8245861233835,629.8909096380893,6.65882288418243,81.37238679206011,2.9190481909017402e-12,0.9934748378181736,12.0,305.51405405405404,0.8504505199535377,0.021795471585750018,30.2,0.028160613243494628,7.217043571440403e-4
17.6,phe-val-arg-amc,killed,800,-9.026299914953299,2212.493238423217,8.8447263527204,108.08464294089093,0.33153187721004174,0.09432426896026463,12.0,305.51405405405404,-0.02954463074669649,0.02895030927498844,30.2,-9.78299031347566e-4,9.586195124168357e-4
17.6,pro-amc,killed,800,18.130298254018296,1474.6093094294567,8.166791862068584,99.80012350667698,0.05069433349058232,0.33013634416647786,12.0,305.51405405405404,0.059343581787600956,0.02673131318739153,30.2,0.001965019264490098,8.85142820774554e-4
17.6,leu-amc,live,800,130.60406605264137,840.9394559231595,6.33207051292994,77.37939571822635,1.5875852181321128e-9,0.9770338757047059,12.0,305.51405405405404,0.4274895518539184,0.020725954923859636,30.2,0.014155283173970808,6.862898981410475e-4
17.6,pro-amc,live,800,30.393174547695214,368.6596658288977,3.37075275337713,41.19139397441449,4.069503621237945e-6,0.8904727235705527,12.0,305.51405405405404,0.09948208321152324,0.011033053009013945,30.2,0.0032941087156133524,3.65332881093177e-4
24.3,mub-cell,killed,800,11.312630995356061,258.60808056475196,2.8756687031046444,42.75114059291025,0.0017127808609181776,0.543469962467181,15.0,1589.8829107142856,0.007115386245817086,0.0018087298654041728,30.2,2.3560881608665848e-4,5.9891717397489165e-5
24.3,mub-a-glu,live,800,266.88390902553056,-34.53328741100468,18.151516041879056,269.8495878343184,6.824282910980422e-4,0.9863127273188486,5.0,1589.8829107142856,0.16786387678425188,0.011416888576860127,30.2,0.00555840651603483,3.7804266810795127e-4
24.3,mub-b-glu,live,800,48.11909395680359,22.647215582618998,2.8274215478452276,42.03387406096363,2.880765396736127e-10,0.9570442207776583,15.0,1589.8829107142856,0.030265809911237524,0.0017783835078615657,30.2,0.0010021791361336928,5.88868711212439e-5
24.3,mub-cell,live,800,7.508237404204102,90.47854767110027,0.3628954245977394,5.394986321182374,2.475083382589906e-11,0.9705261027215341,15.0,1589.8829107142856,0.0047225096600547025,2.2825292488658905e-4,30.2,1.5637449205479147e-4,7.558043870416856e-6
24.3,mub-a-glu,killed,800,4.029766626797439,171.95505147005812,4.144826268392053,61.61907675314298,0.34867463676473,0.06778300119738238,15.0,1589.8829107142856,0.0025346310722888323,0.002607000956145827,30.2,8.392818120161697e-5,8.632453497171613e-5
24.3,orn-amc,live,800,31.919558459548288,700.4144057619254,4.755511504539298,70.69783132607385,1.4435678668626143e-5,0.7760649216895587,15.0,108.44053571428564,0.29435080018092624,0.043853633451875505,30.2,0.009746715237779015,0.0014521070679428976
24.3,mub-b-glu,killed,800,7.758191203225237,217.2049257139744,0.8556001902892397,12.719783745215729,5.532363666669477e-7,0.8634745323932278,15.0,1589.8829107142856,0.004879724884733631,5.381529573802669e-4,30.2,1.6158029419647787e-4,1.7819634350339967e-5
24.3,phe-arg-amc,live,800,25.85012302196132,260.57104957107606,4.0753728171779375,60.5865467352338,2.563801912428684e-5,0.7557940330224958,15.0,108.44053571428564,0.23838062816353184,0.03758163670378345,30.2,0.007893398283560657,0.0012444250564166706
24.3,phe-arg-amc,killed,800,6.374325750230738,494.7933660714462,8.682893491847157,129.08427178084264,0.47590604547200466,0.03980658583804381,15.0,108.44053571428564,0.05878176189598999,0.08007055142852174,30.2,0.0019464159568208608,0.002651342762533832
24.3,arg-amc,killed,800,12.44170588831123,448.8679112713784,1.4250089077005283,21.84726904558001,1.519435067091711e-6,0.8639915103590643,14.0,108.44053571428564,0.11473298067331657,0.013140924639611511,30.2,0.0037991053203084955,4.3512995495402355e-4
24.3,mub-nag,killed,800,15.349149388590785,242.5092628355036,0.7078640431688152,10.737130196792736,5.4175163607703437e-11,0.9751132948434158,14.0,1589.8829107142856,0.009654264024823616,4.452302986581532e-4,30.2,3.196776167160138e-4,1.47427251211309e-5
24.3,orn-amc,killed,800,52.185780151625934,1744.7523186789967,24.88576775746966,369.9643686400629,0.05611594419326128,0.2527646472290118,15.0,108.44053571428564,0.4812386789486427,0.22948768736293954,30.2,0.01593505559432592,0.007598930045130448
24.3,mub-xylo,live,800,7.589170564975393,72.09901103701878,0.3031944310764898,4.358877643753551,1.0018749175583775e-11,0.9812070176987838,14.0,1589.8829107142856,0.004773414767736456,1.9070236495609218e-4,30.2,1.5806009164690254e-4,6.314647846228218e-6
24.3,arg-amc,live,800,45.38577643928921,183.4663624474469,5.920854450264237,88.02240701793167,3.5585027864080213e-6,0.8188368161943287,15.0,108.44053571428564,0.41853146648841405,0.05460001106840936,30.2,0.013858657830742187,0.0018079473863711708
24.3,mub-xylo,killed,800,8.696413594142063,250.97746198136818,1.5850226686638103,24.042180023901167,1.392152733297516e-4,0.7149845107202966,14.0,1589.8829107142856,0.005469845317247314,9.969430188740806e-4,30.2,1.8112070586911636e-4,3.3011358240863596e-5
24.3,phe-val-arg-amc,killed,800,4.353981684360334,580.4772226080584,9.190374105172372,136.62873440444727,0.6435324805792553,0.01697185893354059,15.0,108.44053571428564,0.0401508684522918,0.08475035690884787,30.2,0.0013294989553739008,0.0028063032089022475
24.3,leu-amc,live,800,32.421356531192586,267.0028731639059,5.420822965886074,80.58868690043225,4.586667264687099e-5,0.7334485312513757,15.0,108.44053571428564,0.2989782032856694,0.04998889880227648,30.2,0.009899940506147993,0.0016552615497442543
24.3,leu-amc,killed,800,15.350102400879257,620.2216260269666,3.6918595569653743,54.88504527615003,0.0011246631287998687,0.570780034802728,15.0,108.44053571428564,0.1415531775066386,0.03404501400373495,30.2,0.004687191308166841,0.0011273183444945347
24.3,mub-nag,live,800,17.48317728873688,95.97000643245886,2.278412419776945,33.872027602260445,3.5186717468915874e-6,0.8191458280458992,15.0,1589.8829107142856,0.010996518781928553,0.0014330693187672068,30.2,3.641231384744554e-4,4.745262644924526e-5
24.3,phe-val-arg-amc,live,800,53.642136415783796,321.21477843583824,3.292248862549748,49.93798599967754,1.5039914756587562e-9,0.9567531645828722,14.0,108.44053571428564,0.49466867774535656,0.030359946498457187,30.2,0.016379757541236974,0.0010052962416707677
24.3,mub-po4,killed,800,105.09237204225671,762.9989336217932,6.733679127051847,100.10626841587985,8.454550992810624e-10,0.9493330902046953,15.0,1589.8829107142856,0.06610069919868623,0.004235330213107714,30.2,0.0021887648741286832,1.4024272228833489e-4
24.3,pro-amc,killed,800,4.814558800974855,575.4316184031729,3.8566237627752433,57.33451301895788,0.23390516061394379,0.10704902325201578,15.0,108.44053571428564,0.04439814659031235,0.035564410830065486,30.2,0.0014701373043149784,0.0011776294976842876
24.3,mub-po4,live,800,224.83131776030666,127.84409693931731,9.453197653157734,140.53600176070393,4.224453843108477e-12,0.9775343370539208,15.0,1589.8829107142856,0.1414137583624299,0.005945845187373391,30.2,0.00468257478021291,1.9688229097262883e-4
24.3,pro-amc,live,800,15.135806002496214,173.8381805639029,3.095800868496812,46.02373633439537,2.957612786789031e-4,0.6477317678691618,15.0,108.44053571428564,0.13957701244095078,0.028548373060914158,30.2,0.004621755378839429,9.453103662554357e-4
30.9,arg-amc,killed,800,15.67335218161869,984.9744379272514,6.311951828501079,111.09603040225686,0.03236924184413653,0.38141394015534436,12.0,1455.8296071428579,0.010765924875218377,0.004335639141787078,30.2,3.5648757864961515e-4,1.4356420999294962e-4
30.9,mub-nag,killed,800,17.0510532534391,685.169113427294,1.1680281756094806,20.558346646796068,4.5375028193763224e-8,0.9551782665130462,12.0,1589.8829107142856,0.010724722643743988,7.34663016841109e-4,30.2,3.5512326634913865e-4,2.4326589961626126e-5
30.9,mub-b-glu,live,800,97.51982445776017,109.49848109545074,14.316583449311812,251.98474788089396,4.908305450349018e-4,0.8854936297821409,8.0,1589.8829107142856,0.06133773990560569,0.00900480365744658,30.2,0.002031050990251844,2.9817230653796627e-4
30.9,orn-amc,live,800,83.78411722508235,2110.119981855007,6.81947146392534,120.0288325494851,1.7716523681172616e-5,0.9617703204380914,8.0,1455.8296071428579,0.057550771610912,0.0046842511173467005,30.2,0.0019056546891030464,1.5510765289227486e-4
30.9,arg-amc,live,800,34.46934846822517,156.12982727093703,18.88951900097498,332.4725273948541,0.09800743933054194,0.24980387334613374,12.0,1455.8296071428579,0.02367677391578337,0.012975089191960214,30.2,7.839991362842176e-4,4.2963871496557e-4
30.9,mub-nag,live,800,22.15974723605369,251.4308958561901,9.5314585557593,167.7622450645268,0.059050990995156476,0.4739236633727117,8.0,1589.8829107142856,0.013937974354412047,0.00599506950576449,30.2,4.6152232961629294e-4,1.985122352902149e-4
30.9,mub-cell,live,800,21.975692463499026,137.1266386755564,8.498989720058123,149.589864749058,0.027150310836554104,0.40068643360689954,12.0,1589.8829107142856,0.013822208110675284,0.005345670214317725,30.2,4.5768901028726106e-4,1.7700894749396443e-4
30.9,mub-cell,killed,800,14.378179593214613,700.4132911356796,7.3254803392893715,128.93504396057634,0.07807733822977443,0.27810538389999057,12.0,1589.8829107142856,0.009043546223636643,0.004607559644752869,30.2,2.994551729681008e-4,1.5256820015737977e-4
30.9,phe-arg-amc,live,800,60.17685163304921,819.7162378681744,9.14009044421019,160.87381422720543,5.893802571862045e-4,0.8784117891324371,8.0,1455.8296071428579,0.041335092608227306,0.0062782693794420745,30.2,0.0013687116757691161,2.0788971455106207e-4
30.9,phe-arg-amc,killed,800,-7.3571541902270425,2040.4004090359247,9.76797871378303,171.92521261885798,0.46869640372913823,0.05368418977682848,12.0,1455.8296071428579,-0.005053581926160881,0.0067095617961453625,30.2,-1.6733714987287687e-4,2.2217092040216434e-4
30.9,phe-val-arg-amc,live,800,55.155491180690355,374.8325913579204,43.85115436898626,771.8197653146303,0.25520357321200626,0.20865548211573434,8.0,1455.8296071428579,0.03788595238761211,0.030121076088737098,30.2,0.0012545017346891427,9.97386625454871e-4
30.9,phe-val-arg-amc,killed,800,-7.457796438518048,2183.0675962809805,17.81117450270225,313.4926941484615,0.6842758044635981,0.017230099277051172,12.0,1455.8296071428579,-0.005122712439647635,0.012234381287009004,30.2,-1.6962623972343162e-4,4.051119631459935e-4
30.9,leu-amc,killed,800,7.379862435648572,2374.4395749289674,14.366557902904763,252.8643432210595,0.6186315702344223,0.02570868764542877,12.0,1455.8296071428579,0.005069180073986776,0.009868296284411942,30.2,1.6785364483399922e-4,3.267647776295345e-4
30.9,mub-po4,killed,800,239.98737193012062,2865.212973387349,24.22707545639249,426.4183226664958,1.7335653591897062e-6,0.9075135089256187,12.0,1589.8829107142856,0.15094656990954236,0.015238276537929456,30.2,0.0049982307917067,5.045786933089224e-4
30.9,pro-amc,killed,800,10.241676934762404,1431.905539567334,10.877467760990026,191.45321794407448,0.3686119304647557,0.08143247286842129,12.0,1455.8296071428579,0.007034942059505325,0.007471662691582175,30.2,2.3294510130812335e-4,2.4740604939013823e-4
30.9,mub-a-glu,live,800,9.500485273018825,179.50851379863266,1.331200790816512,23.430331464234214,3.8120264427964876e-4,0.8946140921540648,8.0,1589.8829107142856,0.005975588019089121,8.372948610526573e-4,30.2,1.9786715294997092e-4,2.7724995399094612e-5
