depth.mbsf,time,sample.calib,rep,treatment,conc.uM,RFU
17.6,5:15,sample,2,live,320,1336.7
17.6,5:15,sample,2,live,400,1495.98
17.6,5:15,sample,2,live,480,1430.85
17.6,5:15,sample,2,live,560,1363.55
17.6,5:15,sample,2,live,640,1737.48
17.6,5:15,sample,2,live,720,1590.36
17.6,5:15,sample,1,killed,0,213.43
17.6,5:15,sample,1,killed,80,243.68
17.6,5:15,sample,1,killed,160,367.11
17.6,5:15,sample,1,killed,240,353.88
17.6,5:15,sample,1,killed,320,368.22
17.6,5:15,sample,1,killed,400,431.04
17.6,5:15,sample,1,killed,480,483.49
17.6,5:15,sample,1,killed,560,541.4
17.6,5:15,sample,1,killed,640,610.19
17.6,5:15,sample,1,killed,720,545.25
17.6,5:15,sample,2,killed,0,223.09
17.6,5:15,sample,2,killed,80,231.79
17.6,5:15,sample,2,killed,160,292.43
17.6,5:15,sample,2,killed,240,303.43
17.6,5:15,sample,2,killed,320,354.48
17.6,5:15,sample,2,killed,400,408.79
17.6,5:15,sample,2,killed,480,485.69
17.6,5:15,sample,2,killed,560,554.14
17.6,5:15,sample,2,killed,640,608.23
17.6,5:15,sample,2,killed,720,715.75
17.6,5:15,calib,1,live,0,307.5
17.6,5:15,calib,1,live,10,9921.35
17.6,5:15,calib,1,live,20,48075.18
17.6,5:15,calib,1,live,30,8236.39
17.6,5:15,calib,1,live,40,46496.1
17.6,5:15,calib,1,live,50,29099.07
17.6,10:15,sample,1,live,0,154.96
17.6,10:15,sample,1,live,80,382.14
17.6,10:15,sample,1,live,160,983.78
17.6,10:15,sample,1,live,240,1143.4
17.6,10:15,sample,1,live,320,764.12
17.6,10:15,sample,1,live,400,1340.69
17.6,10:15,sample,1,live,480,1799.51
17.6,10:15,sample,1,live,560,2136.45
17.6,10:15,sample,1,live,640,1654.72
17.6,10:15,sample,1,live,720,2692.1
17.6,10:15,sample,2,live,0,178.1
17.6,10:15,sample,2,live,80,914.2
17.6,10:15,sample,2,live,160,1496.89
17.6,10:15,sample,2,live,240,1603.54
17.6,10:15,sample,2,live,320,1677.04
17.6,10:15,sample,2,live,400,1851.37
17.6,10:15,sample,2,live,480,1799.5
17.6,10:15,sample,2,live,560,2235.1
17.6,10:15,sample,2,live,640,2055.86
17.6,10:15,sample,2,live,720,2478.11
17.6,10:15,sample,1,killed,0,237.17
17.6,10:15,sample,1,killed,80,294.46
17.6,10:15,sample,1,killed,160,465.87
17.6,10:15,sample,1,killed,240,413.93
17.6,10:15,sample,1,killed,320,374.2
17.6,10:15,sample,1,killed,400,443.12
17.6,10:15,sample,1,killed,480,499.39
17.6,10:15,sample,1,killed,560,553.17
17.6,10:15,sample,1,killed,640,701.43
17.6,10:15,sample,1,killed,720,563.71
17.6,10:15,sample,2,killed,0,247.1
17.6,10:15,sample,2,killed,80,239.42
17.6,10:15,sample,2,killed,160,305.12
17.6,10:15,sample,2,killed,240,316.13
17.6,10:15,sample,2,killed,320,468.34
17.6,10:15,sample,2,killed,400,488.67
17.6,10:15,sample,2,killed,480,531.74
17.6,10:15,sample,2,killed,560,543.12
17.6,10:15,sample,2,killed,640,655.51
17.6,10:15,sample,2,killed,720,728.13
17.6,10:15,calib,1,live,0,303.1
17.6,10:15,calib,1,live,10,10261.84
17.6,10:15,calib,1,live,20,52413.41
17.6,10:15,calib,1,live,30,9185.72
17.6,10:15,calib,1,live,40,43467.37
17.6,10:15,calib,1,live,50,37421.93
17.6,22:45,sample,1,live,0,197.31
17.6,22:45,sample,1,live,80,2369.52
17.6,22:45,sample,1,live,160,3280.87
17.6,22:45,sample,1,live,240,4307.3
17.6,22:45,sample,1,live,320,4454.75
17.6,22:45,sample,1,live,400,4231.15
17.6,22:45,sample,1,live,480,4635.32
17.6,22:45,sample,1,live,560,4769.46
17.6,22:45,sample,1,live,640,4866.2
17.6,22:45,sample,1,live,720,4587.23
17.6,22:45,sample,2,live,0,193.25
17.6,22:45,sample,2,live,80,2395.21
17.6,22:45,sample,2,live,160,3243.47
17.6,22:45,sample,2,live,240,3916.65
17.6,22:45,sample,2,live,320,4200.88
17.6,22:45,sample,2,live,400,4314.37
17.6,22:45,sample,2,live,480,4156.79
17.6,22:45,sample,2,live,560,3648.59
17.6,22:45,sample,2,live,640,4638.57
17.6,22:45,sample,2,live,720,5708.5
17.6,22:45,sample,1,killed,0,233.23
17.6,22:45,sample,1,killed,80,241.58
17.6,22:45,sample,1,killed,160,387.92
17.6,22:45,sample,1,killed,240,332.64
17.6,22:45,sample,1,killed,320,371.63
17.6,22:45,sample,1,killed,400,392.29
17.6,22:45,sample,1,killed,480,466.47
17.6,22:45,sample,1,killed,560,520.1
17.6,22:45,sample,1,killed,640,594.85
17.6,22:45,sample,1,killed,720,512.12
17.6,22:45,sample,2,killed,0,228.53
17.6,22:45,sample,2,killed,80,252.89
17.6,22:45,sample,2,killed,160,283.58
17.6,22:45,sample,2,killed,240,312.93
17.6,22:45,sample,2,killed,320,326.43
17.6,22:45,sample,2,killed,400,371.97
17.6,22:45,sample,2,killed,480,461.35
17.6,22:45,sample,2,killed,560,499.13
17.6,22:45,sample,2,killed,640,792.16
17.6,22:45,sample,2,killed,720,649.43
17.6,22:45,calib,1,live,0,310.26
17.6,22:45,calib,1,live,10,11513.56
17.6,22:45,calib,1,live,20,24753.22
17.6,22:45,calib,1,live,30,8841.5
17.6,22:45,calib,1,live,40,50954.9
17.6,22:45,calib,1,live,50,28980.52
