elapsed.time.hms,sample.calib,substrate,rep,treatment,conc.uM,RFU
16:40:00,sample,mub-cell,1,killed,800,1220.24
16:40:00,sample,mub-cell,2,killed,800,814.74
16:40:00,sample,mub-cell,3,killed,800,810.67
16:40:00,sample,mub-nag,1,killed,800,981.97
16:40:00,sample,mub-nag,2,killed,800,995.6
16:40:00,sample,mub-nag,3,killed,800,938.03
16:40:00,sample,mub-b-glu,1,killed,800,755.29
16:40:00,sample,mub-b-glu,2,killed,800,797.44
16:40:00,sample,mub-b-glu,3,killed,800,586.98
16:40:00,sample,mub-a-glu,1,killed,800,748.77
16:40:00,sample,mub-a-glu,2,killed,800,714.3
16:40:00,sample,mub-a-glu,3,killed,800,738.72
16:40:00,sample,leu-amc,1,killed,800,3140.33
16:40:00,sample,leu-amc,2,killed,800,2122.88
16:40:00,sample,leu-amc,3,killed,800,2376.81
16:40:00,sample,arg-amc,1,killed,800,1117.93
16:40:00,sample,arg-amc,2,killed,800,1455.11
16:40:00,sample,arg-amc,3,killed,800,1089.32
16:40:00,sample,pro-amc,1,killed,800,1455.3
16:40:00,sample,pro-amc,2,killed,800,1991.68
16:40:00,sample,pro-amc,3,killed,800,1386.31
16:40:00,sample,orn-amc,1,killed,800,7163.45
16:40:00,sample,orn-amc,2,killed,800,7011.8
16:40:00,sample,orn-amc,3,killed,800,5687.72
16:40:00,sample,phe-arg-amc,1,killed,800,1897.67
16:40:00,sample,phe-arg-amc,2,killed,800,1558.87
16:40:00,sample,phe-arg-amc,3,killed,800,2185.29
16:40:00,sample,phe-val-arg-amc,1,killed,800,2762.74
16:40:00,sample,phe-val-arg-amc,2,killed,800,1715.25
16:40:00,sample,phe-val-arg-amc,3,killed,800,1713.59
16:40:00,standard,mub-po4,NA,buffer,800,157865.64
16:40:00,standard,mub-xylo,NA,buffer,800,5864.65
16:40:00,standard,mub-cell,NA,buffer,800,15252.76
16:40:00,standard,mub-nag,NA,buffer,800,15104.16
16:40:00,standard,mub-b-glu,NA,buffer,800,3148.01
16:40:00,standard,mub-a-glu,NA,buffer,800,6141.41
16:40:00,standard,leu-amc,NA,buffer,800,166578.84
16:40:00,standard,arg-amc,NA,buffer,800,211475.31
16:40:00,standard,pro-amc,NA,buffer,800,162970.03
16:40:00,standard,orn-amc,NA,buffer,800,665326.18
16:40:00,standard,phe-arg-amc,NA,buffer,800,481702.87
16:40:00,standard,phe-val-arg-amc,NA,buffer,800,504916.93
16:40:00,standard,mub-std,NA,buffer,40,1506579.75
16:40:00,standard,amc-std,NA,buffer,40,44339928
16:40:00,calib,mub-std,NA,live,0,339.85
16:40:00,calib,mub-std,NA,live,16,25168.63
16:40:00,calib,mub-std,NA,live,32,25784.42
16:40:00,calib,mub-std,NA,live,48,50665.77
16:40:00,calib,mub-std,NA,live,64,88613.76
16:40:00,calib,mub-std,NA,live,80,126919
16:40:00,calib,amc-std,NA,live,0,161.5
16:40:00,calib,amc-std,NA,live,16,27666.35
16:40:00,calib,amc-std,NA,live,32,24219.51
16:40:00,calib,amc-std,NA,live,48,38293.33
16:40:00,calib,amc-std,NA,live,64,82241.6
16:40:00,calib,amc-std,NA,live,80,121595.93
16:40:00,calib2,mub-std,NA,live,0,206.17
16:40:00,calib2,mub-std,NA,live,16,4249.2
16:40:00,calib2,mub-std,NA,live,32,2758.99
16:40:00,calib2,mub-std,NA,live,48,5418.56
16:40:00,calib2,mub-std,NA,live,64,6743.51
16:40:00,calib2,mub-std,NA,live,80,10137.32
16:40:00,calib2,amc-std,NA,live,0,206.38
16:40:00,calib2,amc-std,NA,live,16,4987.34
16:40:00,calib2,amc-std,NA,live,32,12548.74
16:40:00,calib2,amc-std,NA,live,48,17793.94
16:40:00,calib2,amc-std,NA,live,64,16481.07
16:40:00,calib2,amc-std,NA,live,80,44843.34
19:50:00,sample,mub-po4,1,live,800,5286.71
19:50:00,sample,mub-po4,2,live,800,6229.11
19:50:00,sample,mub-po4,3,live,800,5689.89
19:50:00,sample,mub-xylo,1,live,800,295.82
19:50:00,sample,mub-xylo,2,live,800,251.98
19:50:00,sample,mub-xylo,3,live,800,
19:50:00,sample,mub-cell,1,live,800,495.08
19:50:00,sample,mub-cell,2,live,800,339.98
19:50:00,sample,mub-cell,3,live,800,372.37
19:50:00,sample,mub-nag,1,live,800,791.69
19:50:00,sample,mub-nag,2,live,800,910.02
19:50:00,sample,mub-nag,3,live,800,
19:50:00,sample,mub-b-glu,1,live,800,1696.07
19:50:00,sample,mub-b-glu,2,live,800,2169
19:50:00,sample,mub-b-glu,3,live,800,
19:50:00,sample,mub-a-glu,1,live,800,355.9
19:50:00,sample,mub-a-glu,2,live,800,313.45
19:50:00,sample,mub-a-glu,3,live,800,
19:50:00,sample,leu-amc,1,live,800,2499.26
19:50:00,sample,leu-amc,2,live,800,2625.74
19:50:00,sample,leu-amc,3,live,800,2231.48
19:50:00,sample,arg-amc,1,live,800,154.89
19:50:00,sample,arg-amc,2,live,800,1557.43
19:50:00,sample,arg-amc,3,live,800,659.48
19:50:00,sample,pro-amc,1,live,800,661.62
19:50:00,sample,pro-amc,2,live,800,1033.67
19:50:00,sample,pro-amc,3,live,800,
19:50:00,sample,orn-amc,1,live,800,3539.72
19:50:00,sample,orn-amc,2,live,800,3777.13
19:50:00,sample,orn-amc,3,live,800,
19:50:00,sample,phe-arg-amc,1,live,800,1760.14
19:50:00,sample,phe-arg-amc,2,live,800,1901.23
19:50:00,sample,phe-arg-amc,3,live,800,
19:50:00,sample,phe-val-arg-amc,1,live,800,414.52
19:50:00,sample,phe-val-arg-amc,2,live,800,2604.34
19:50:00,sample,phe-val-arg-amc,3,live,800,
19:50:00,sample,mub-po4,1,killed,800,7474.97
19:50:00,sample,mub-po4,2,killed,800,7483.12
19:50:00,sample,mub-po4,3,killed,800,7410.48
19:50:00,sample,mub-xylo,1,killed,800,683.75
19:50:00,sample,mub-xylo,2,killed,800,773.06
19:50:00,sample,mub-xylo,3,killed,800,743.18
19:50:00,sample,mub-cell,1,killed,800,1300.82
19:50:00,sample,mub-cell,2,killed,800,851.95
19:50:00,sample,mub-cell,3,killed,800,834.25
19:50:00,sample,mub-nag,1,killed,800,1018.25
19:50:00,sample,mub-nag,2,killed,800,1046.64
19:50:00,sample,mub-nag,3,killed,800,1000.21
19:50:00,sample,mub-b-glu,1,killed,800,732.73
19:50:00,sample,mub-b-glu,2,killed,800,809.23
19:50:00,sample,mub-b-glu,3,killed,800,572.32
19:50:00,sample,mub-a-glu,1,killed,800,778.26
19:50:00,sample,mub-a-glu,2,killed,800,3240.33
19:50:00,sample,mub-a-glu,3,killed,800,695.48
19:50:00,sample,leu-amc,1,killed,800,3027.18
19:50:00,sample,leu-amc,2,killed,800,2071.92
19:50:00,sample,leu-amc,3,killed,800,2351.56
19:50:00,sample,arg-amc,1,killed,800,1121.67
19:50:00,sample,arg-amc,2,killed,800,1515.63
19:50:00,sample,arg-amc,3,killed,800,1476.58
19:50:00,sample,pro-amc,1,killed,800,1412.05
19:50:00,sample,pro-amc,2,killed,800,1952.77
19:50:00,sample,pro-amc,3,killed,800,1335.5
19:50:00,sample,orn-amc,1,killed,800,6786.22
19:50:00,sample,orn-amc,2,killed,800,7376.58
19:50:00,sample,orn-amc,3,killed,800,5623.96
19:50:00,sample,phe-arg-amc,1,killed,800,1938.92
19:50:00,sample,phe-arg-amc,2,killed,800,1629.98
19:50:00,sample,phe-arg-amc,3,killed,800,2254.71
19:50:00,sample,phe-val-arg-amc,1,killed,800,2891.06
19:50:00,sample,phe-val-arg-amc,2,killed,800,1610.18
19:50:00,sample,phe-val-arg-amc,3,killed,800,1652.26
19:50:00,standard,mub-po4,NA,buffer,800,159217.75
19:50:00,standard,mub-xylo,NA,buffer,800,5952.58
19:50:00,standard,mub-cell,NA,buffer,800,15354.41
19:50:00,standard,mub-nag,NA,buffer,800,16222.56
19:50:00,standard,mub-b-glu,NA,buffer,800,3124.57
19:50:00,standard,mub-a-glu,NA,buffer,800,6227.92
19:50:00,standard,leu-amc,NA,buffer,800,163490.57
19:50:00,standard,arg-amc,NA,buffer,800,210417.29
19:50:00,standard,pro-amc,NA,buffer,800,166369.48
19:50:00,standard,orn-amc,NA,buffer,800,664148.62
19:50:00,standard,phe-arg-amc,NA,buffer,800,464653.53
19:50:00,standard,phe-val-arg-amc,NA,buffer,800,483748.09
19:50:00,standard,mub-std,NA,buffer,40,1900508.62
19:50:00,standard,amc-std,NA,buffer,40,43815208
19:50:00,calib,mub-std,NA,live,0,356.26
19:50:00,calib,mub-std,NA,live,16,32242.66
19:50:00,calib,mub-std,NA,live,32,35728.36
19:50:00,calib,mub-std,NA,live,48,57309.17
19:50:00,calib,mub-std,NA,live,64,107046.63
19:50:00,calib,mub-std,NA,live,80,118867.76
19:50:00,calib,amc-std,NA,live,0,148.9
19:50:00,calib,amc-std,NA,live,16,30855.46
19:50:00,calib,amc-std,NA,live,32,27471.22
19:50:00,calib,amc-std,NA,live,48,41622.23
19:50:00,calib,amc-std,NA,live,64,88743.62
19:50:00,calib,amc-std,NA,live,80,137982.26
19:50:00,calib2,mub-std,NA,live,0,193.93
19:50:00,calib2,mub-std,NA,live,16,5247.91
19:50:00,calib2,mub-std,NA,live,32,3336.73
19:50:00,calib2,mub-std,NA,live,48,4767.91
19:50:00,calib2,mub-std,NA,live,64,7397.32
19:50:00,calib2,mub-std,NA,live,80,10857.83
19:50:00,calib2,amc-std,NA,live,0,195.44
19:50:00,calib2,amc-std,NA,live,16,5117.04
19:50:00,calib2,amc-std,NA,live,32,13986.55
19:50:00,calib2,amc-std,NA,live,48,15445.88
19:50:00,calib2,amc-std,NA,live,64,17314.52
19:50:00,calib2,amc-std,NA,live,80,45180.19
23:50:00,sample,mub-po4,1,live,800,7123.22
23:50:00,sample,mub-po4,2,live,800,7869.38
23:50:00,sample,mub-po4,3,live,800,6887.4
23:50:00,sample,mub-xylo,1,live,800,351.79
23:50:00,sample,mub-xylo,2,live,800,302.51
23:50:00,sample,mub-xylo,3,live,800,
23:50:00,sample,mub-cell,1,live,800,1125.68
23:50:00,sample,mub-cell,2,live,800,405.36
23:50:00,sample,mub-cell,3,live,800,1154.22
23:50:00,sample,mub-nag,1,live,800,917.88
23:50:00,sample,mub-nag,2,live,800,284.56
23:50:00,sample,mub-nag,3,live,800,
23:50:00,sample,mub-b-glu,1,live,800,2288.15
23:50:00,sample,mub-b-glu,2,live,800,3079.37
23:50:00,sample,mub-b-glu,3,live,800,
23:50:00,sample,mub-a-glu,1,live,800,403.16
23:50:00,sample,mub-a-glu,2,live,800,464.95
23:50:00,sample,mub-a-glu,3,live,800,
23:50:00,sample,leu-amc,1,live,800,3021.37
23:50:00,sample,leu-amc,2,live,800,3256.16
23:50:00,sample,leu-amc,3,live,800,3499.96
23:50:00,sample,arg-amc,1,live,800,204.35
23:50:00,sample,arg-amc,2,live,800,1924.85
23:50:00,sample,arg-amc,3,live,800,864.07
23:50:00,sample,pro-amc,1,live,800,1043.47
23:50:00,sample,pro-amc,2,live,800,824.73
23:50:00,sample,pro-amc,3,live,800,
23:50:00,sample,orn-amc,1,live,800,4165.04
23:50:00,sample,orn-amc,2,live,800,4244.74
23:50:00,sample,orn-amc,3,live,800,
23:50:00,sample,phe-arg-amc,1,live,800,2506.06
23:50:00,sample,phe-arg-amc,2,live,800,2572.11
23:50:00,sample,phe-arg-amc,3,live,800,
23:50:00,sample,phe-val-arg-amc,1,live,800,422.58
23:50:00,sample,phe-val-arg-amc,2,live,800,3049.69
23:50:00,sample,phe-val-arg-amc,3,live,800,
23:50:00,sample,mub-po4,1,killed,800,8717.99
23:50:00,sample,mub-po4,2,killed,800,10613.82
23:50:00,sample,mub-po4,3,killed,800,7844.72
23:50:00,sample,mub-xylo,1,killed,800,784.09
23:50:00,sample,mub-xylo,2,killed,800,810.31
23:50:00,sample,mub-xylo,3,killed,800,747.53
23:50:00,sample,mub-cell,1,killed,800,1454.48
23:50:00,sample,mub-cell,2,killed,800,787.93
23:50:00,sample,mub-cell,3,killed,800,843.84
23:50:00,sample,mub-nag,1,killed,800,1088.43
23:50:00,sample,mub-nag,2,killed,800,1156.94
23:50:00,sample,mub-nag,3,killed,800,1028.13
23:50:00,sample,mub-b-glu,1,killed,800,730.5
23:50:00,sample,mub-b-glu,2,killed,800,829.39
23:50:00,sample,mub-b-glu,3,killed,800,631.96
23:50:00,sample,mub-a-glu,1,killed,800,817.33
23:50:00,sample,mub-a-glu,2,killed,800,720.48
23:50:00,sample,mub-a-glu,3,killed,800,730.95
23:50:00,sample,leu-amc,1,killed,800,3155.73
23:50:00,sample,leu-amc,2,killed,800,2032.17
23:50:00,sample,leu-amc,3,killed,800,2452.79
23:50:00,sample,arg-amc,1,killed,800,1106.88
23:50:00,sample,arg-amc,2,killed,800,1625.07
23:50:00,sample,arg-amc,3,killed,800,1208.53
23:50:00,sample,pro-amc,1,killed,800,1569.17
23:50:00,sample,pro-amc,2,killed,800,2140.81
23:50:00,sample,pro-amc,3,killed,800,1470.6
23:50:00,sample,orn-amc,1,killed,800,7109.39
23:50:00,sample,orn-amc,2,killed,800,7401.46
23:50:00,sample,orn-amc,3,killed,800,6414.2
23:50:00,sample,phe-arg-amc,1,killed,800,1818.96
23:50:00,sample,phe-arg-amc,2,killed,800,1589.51
23:50:00,sample,phe-arg-amc,3,killed,800,2148.04
23:50:00,sample,phe-val-arg-amc,1,killed,800,2645.21
23:50:00,sample,phe-val-arg-amc,2,killed,800,1608.85
23:50:00,sample,phe-val-arg-amc,3,killed,800,1711.26
23:50:00,standard,mub-po4,NA,buffer,800,159375.26
23:50:00,standard,mub-xylo,NA,buffer,800,6017.03
23:50:00,standard,mub-cell,NA,buffer,800,15360.93
23:50:00,standard,mub-nag,NA,buffer,800,17504.74
23:50:00,standard,mub-b-glu,NA,buffer,800,3118.95
23:50:00,standard,mub-a-glu,NA,buffer,800,6299.18
23:50:00,standard,leu-amc,NA,buffer,800,163993.92
23:50:00,standard,arg-amc,NA,buffer,800,210601.57
23:50:00,standard,pro-amc,NA,buffer,800,173703.03
23:50:00,standard,orn-amc,NA,buffer,800,688034.06
23:50:00,standard,phe-arg-amc,NA,buffer,800,458673.96
23:50:00,standard,phe-val-arg-amc,NA,buffer,800,483855.56
23:50:00,standard,mub-std,NA,buffer,40,2423492
23:50:00,standard,amc-std,NA,buffer,40,43606952
23:50:00,calib,mub-std,NA,live,0,364.57
23:50:00,calib,mub-std,NA,live,16,34480.06
23:50:00,calib,mub-std,NA,live,32,39853.52
23:50:00,calib,mub-std,NA,live,48,66985.5
23:50:00,calib,mub-std,NA,live,64,120063.71
23:50:00,calib,mub-std,NA,live,80,140456.1
23:50:00,calib,amc-std,NA,live,0,160.02
23:50:00,calib,amc-std,NA,live,16,32581.9
23:50:00,calib,amc-std,NA,live,32,33136.18
23:50:00,calib,amc-std,NA,live,48,49737.99
23:50:00,calib,amc-std,NA,live,64,106315.03
23:50:00,calib,amc-std,NA,live,80,159950.26
23:50:00,calib2,mub-std,NA,live,0,205.77
23:50:00,calib2,mub-std,NA,live,16,6463.56
23:50:00,calib2,mub-std,NA,live,32,3552.87
23:50:00,calib2,mub-std,NA,live,48,5035.87
23:50:00,calib2,mub-std,NA,live,64,8331.85
23:50:00,calib2,mub-std,NA,live,80,13131.66
23:50:00,calib2,amc-std,NA,live,0,235.78
23:50:00,calib2,amc-std,NA,live,16,5362.23
23:50:00,calib2,amc-std,NA,live,32,16071.21
23:50:00,calib2,amc-std,NA,live,48,14162.47
23:50:00,calib2,amc-std,NA,live,64,21336.31
23:50:00,calib2,amc-std,NA,live,80,54947.65
