elapsed.time.hms,sample.calib,substrate,rep,treatment,conc.uM,RFU
3:23:00,sample,mub-xylo,2,live,800,639.26
3:23:00,sample,mub-xylo,3,live,800,895.03
3:23:00,sample,mub-cell,1,live,800,923.60
3:23:00,sample,mub-cell,2,live,800,339.44
3:23:00,sample,mub-cell,3,live,800,868.03
3:23:00,sample,mub-nag,1,live,800,772.38
3:23:00,sample,mub-nag,2,live,800,1037.87
3:23:00,sample,mub-nag,3,live,800,678.68
3:23:00,sample,mub-b-glu,1,live,800,612.08
3:23:00,sample,mub-b-glu,2,live,800,1081.22
3:23:00,sample,mub-b-glu,3,live,800,1129.39
3:23:00,sample,mub-a-glu,1,live,800,744.09
3:23:00,sample,mub-a-glu,2,live,800,745.18
3:23:00,sample,mub-a-glu,3,live,800,553.16
3:23:00,sample,leu-amc,1,live,800,4410.45
3:23:00,sample,leu-amc,2,live,800,4336.43
3:23:00,sample,leu-amc,3,live,800,2806.48
3:23:00,sample,arg-amc,1,live,800,1460.97
3:23:00,sample,arg-amc,2,live,800,1080.38
3:23:00,sample,arg-amc,3,live,800,1524.01
3:23:00,sample,pro-amc,1,live,800,2181.97
3:23:00,sample,pro-amc,2,live,800,1699.91
3:23:00,sample,pro-amc,3,live,800,1985.21
3:23:00,sample,orn-amc,1,live,800,2004.26
3:23:00,sample,orn-amc,2,live,800,5993.49
3:23:00,sample,orn-amc,3,live,800,1995.79
3:23:00,sample,phe-arg-amc,1,live,800,3058.35
3:23:00,sample,phe-arg-amc,2,live,800,3953.48
3:23:00,sample,phe-arg-amc,3,live,800,2983.54
3:23:00,sample,phe-val-arg-amc,1,live,800,2667.74
3:23:00,sample,phe-val-arg-amc,2,live,800,1729.48
3:23:00,sample,phe-val-arg-amc,3,live,800,2941.88
3:23:00,sample,mub-po4,1,killed,800,13788.45
3:23:00,sample,mub-po4,2,killed,800,9615.36
3:23:00,sample,mub-po4,3,killed,800,15136.23
3:23:00,sample,mub-xylo,1,killed,800,320.43
3:23:00,sample,mub-xylo,2,killed,800,389.85
3:23:00,sample,mub-xylo,3,killed,800,490.25
3:23:00,sample,mub-cell,1,killed,800,573.57
3:23:00,sample,mub-cell,2,killed,800,402.88
3:23:00,sample,mub-cell,3,killed,800,328.58
3:23:00,sample,mub-nag,1,killed,800,405.34
3:23:00,sample,mub-nag,2,killed,800,601.06
3:23:00,sample,mub-nag,3,killed,800,705.07
3:23:00,sample,mub-b-glu,1,killed,800,365.46
3:23:00,sample,mub-b-glu,2,killed,800,266.73
3:23:00,sample,mub-b-glu,3,killed,800,218.98
3:23:00,sample,mub-a-glu,1,killed,800,260.75
3:23:00,sample,mub-a-glu,2,killed,800,408.78
3:23:00,sample,mub-a-glu,3,killed,800,434.20
3:23:00,sample,leu-amc,1,killed,800,1826.91
3:23:00,sample,leu-amc,2,killed,800,1851.33
3:23:00,sample,leu-amc,3,killed,800,829.67
3:23:00,sample,arg-amc,1,killed,800,784.67
3:23:00,sample,arg-amc,2,killed,800,917.83
3:23:00,sample,arg-amc,3,killed,800,673.82
3:23:00,sample,pro-amc,1,killed,800,574.31
3:23:00,sample,pro-amc,2,killed,800,864.76
3:23:00,sample,pro-amc,3,killed,800,174.97
3:23:00,sample,orn-amc,1,killed,800,2265.51
3:23:00,sample,orn-amc,2,killed,800,2904.32
3:23:00,sample,orn-amc,3,killed,800,2451.02
3:23:00,sample,phe-arg-amc,1,killed,800,1276.43
3:23:00,sample,phe-arg-amc,2,killed,800,804.78
3:23:00,sample,phe-arg-amc,3,killed,800,684.65
3:23:00,sample,phe-val-arg-amc,1,killed,800,571.57
3:23:00,sample,phe-val-arg-amc,2,killed,800,772.27
3:23:00,sample,phe-val-arg-amc,3,killed,800,978.08
3:23:00,standard,mub-po4,NA,buffer,800,1601141.25
3:23:00,standard,mub-xylo,NA,buffer,800,8132.81
3:23:00,standard,mub-cell,NA,buffer,800,10954.94
3:23:00,standard,mub-nag,NA,buffer,800,22614.94
3:23:00,standard,mub-b-glu,NA,buffer,800,3222.53
3:23:00,standard,mub-a-glu,NA,buffer,800,6253.44
3:23:00,standard,leu-amc,NA,buffer,800,199359.96
3:23:00,standard,arg-amc,NA,buffer,800,227366.89
3:23:00,standard,pro-amc,NA,buffer,800,124594.83
3:23:00,standard,orn-amc,NA,buffer,800,415578.21
3:23:00,standard,phe-arg-amc,NA,buffer,800,419994.00
3:23:00,standard,phe-val-arg-amc,NA,buffer,800,462811.43
3:23:00,standard,mub-std,NA,buffer,40,95836.71
3:23:00,standard,amc-std,NA,buffer,40,14577300.00
7:43:00,sample,mub-po4,1,live,800,33308.78
7:43:00,sample,mub-po4,2,live,800,29911.53
7:43:00,sample,mub-po4,3,live,800,27359.60
7:43:00,sample,mub-xylo,1,live,800,826.24
7:43:00,sample,mub-xylo,2,live,800,824.54
7:43:00,sample,mub-xylo,3,live,800,1082.52
7:43:00,sample,mub-cell,1,live,800,26949.48
7:43:00,sample,mub-cell,2,live,800,419.24
7:43:00,sample,mub-cell,3,live,800,1017.25
7:43:00,sample,mub-nag,1,live,800,1105.54
7:43:00,sample,mub-nag,2,live,800,1548.24
7:43:00,sample,mub-nag,3,live,800,990.99
7:43:00,sample,mub-b-glu,1,live,800,1282.36
7:43:00,sample,mub-b-glu,2,live,800,1825.11
7:43:00,sample,mub-b-glu,3,live,800,1843.56
7:43:00,sample,mub-a-glu,1,live,800,1049.08
7:43:00,sample,mub-a-glu,2,live,800,939.24
7:43:00,sample,mub-a-glu,3,live,800,651.25
7:43:00,sample,leu-amc,1,live,800,6260.12
7:43:00,sample,leu-amc,2,live,800,5689.44
7:43:00,sample,leu-amc,3,live,800,4926.38
7:43:00,sample,arg-amc,1,live,800,2146.12
7:43:00,sample,arg-amc,2,live,800,1968.14
7:43:00,sample,arg-amc,3,live,800,2297.46
7:43:00,sample,pro-amc,1,live,800,3630.17
7:43:00,sample,pro-amc,2,live,800,2876.97
7:43:00,sample,pro-amc,3,live,800,3247.47
7:43:00,sample,orn-amc,1,live,800,2521.03
7:43:00,sample,orn-amc,2,live,800,6713.45
7:43:00,sample,orn-amc,3,live,800,2601.47
7:43:00,sample,phe-arg-amc,1,live,800,3192.44
7:43:00,sample,phe-arg-amc,2,live,800,4306.01
7:43:00,sample,phe-arg-amc,3,live,800,3500.58
7:43:00,sample,phe-val-arg-amc,1,live,800,4161.27
7:43:00,sample,phe-val-arg-amc,2,live,800,2559.85
7:43:00,sample,phe-val-arg-amc,3,live,800,3962.34
7:43:00,sample,mub-po4,1,killed,800,16289.13
7:43:00,sample,mub-po4,2,killed,800,10445.94
7:43:00,sample,mub-po4,3,killed,800,17765.92
7:43:00,sample,mub-xylo,1,killed,800,318.52
7:43:00,sample,mub-xylo,2,killed,800,437.80
7:43:00,sample,mub-xylo,3,killed,800,574.95
7:43:00,sample,mub-cell,1,killed,800,776.02
7:43:00,sample,mub-cell,2,killed,800,495.50
7:43:00,sample,mub-cell,3,killed,800,360.37
7:43:00,sample,mub-nag,1,killed,800,476.94
7:43:00,sample,mub-nag,2,killed,800,716.26
7:43:00,sample,mub-nag,3,killed,800,815.39
7:43:00,sample,mub-b-glu,1,killed,800,417.25
7:43:00,sample,mub-b-glu,2,killed,800,315.27
7:43:00,sample,mub-b-glu,3,killed,800,258.04
7:43:00,sample,mub-a-glu,1,killed,800,289.36
7:43:00,sample,mub-a-glu,2,killed,800,443.27
7:43:00,sample,mub-a-glu,3,killed,800,483.91
7:43:00,sample,leu-amc,1,killed,800,1839.33
7:43:00,sample,leu-amc,2,killed,800,1478.01
7:43:00,sample,leu-amc,3,killed,800,882.87
7:43:00,sample,arg-amc,1,killed,800,916.62
7:43:00,sample,arg-amc,2,killed,800,1009.11
7:43:00,sample,arg-amc,3,killed,800,869.56
7:43:00,sample,pro-amc,1,killed,800,603.09
7:43:00,sample,pro-amc,2,killed,800,875.94
7:43:00,sample,pro-amc,3,killed,800,188.13
7:43:00,sample,orn-amc,1,killed,800,2511.74
7:43:00,sample,orn-amc,2,killed,800,3387.36
7:43:00,sample,orn-amc,3,killed,800,2748.75
7:43:00,sample,phe-arg-amc,1,killed,800,909.83
7:43:00,sample,phe-arg-amc,2,killed,800,989.09
7:43:00,sample,phe-arg-amc,3,killed,800,671.42
7:43:00,sample,phe-val-arg-amc,1,killed,800,521.37
7:43:00,sample,phe-val-arg-amc,2,killed,800,833.90
7:43:00,sample,phe-val-arg-amc,3,killed,800,1006.08
7:43:00,standard,mub-po4,NA,buffer,800,1605399.57
7:43:00,standard,mub-xylo,NA,buffer,800,8415.22
7:43:00,standard,mub-cell,NA,buffer,800,10797.01
7:43:00,standard,mub-nag,NA,buffer,800,24029.25
7:43:00,standard,mub-b-glu,NA,buffer,800,3575.52
7:43:00,standard,mub-a-glu,NA,buffer,800,6213.74
7:43:00,standard,leu-amc,NA,buffer,800,231148.40
7:43:00,standard,arg-amc,NA,buffer,800,226681.21
7:43:00,standard,pro-amc,NA,buffer,800,130300.27
7:43:00,standard,orn-amc,NA,buffer,800,423522.12
7:43:00,standard,phe-arg-amc,NA,buffer,800,429273.37
7:43:00,standard,phe-val-arg-amc,NA,buffer,800,461893.81
7:43:00,standard,mub-std,NA,buffer,40,155415.01
7:43:00,standard,amc-std,NA,buffer,40,11197729.00
19:04:00,sample,mub-po4,1,live,800,1180.24
19:04:00,sample,mub-po4,2,live,800,31950.56
19:04:00,sample,mub-po4,3,live,800,43574.44
19:04:00,sample,mub-xylo,1,live,800,39952.89
19:04:00,sample,mub-xylo,2,live,800,1226.83
19:04:00,sample,mub-xylo,3,live,800,1485.58
19:04:00,sample,mub-cell,1,live,800,1418.91
19:04:00,sample,mub-cell,2,live,800,560.41
19:04:00,sample,mub-cell,3,live,800,1188.40
19:04:00,sample,mub-nag,1,live,800,2002.94
19:04:00,sample,mub-nag,2,live,800,3470.68
19:04:00,sample,mub-nag,3,live,800,2092.82
19:04:00,sample,mub-b-glu,1,live,800,2539.92
19:04:00,sample,mub-b-glu,2,live,800,3429.15
19:04:00,sample,mub-b-glu,3,live,800,4181.20
19:04:00,sample,mub-a-glu,1,live,800,1312.64
19:04:00,sample,mub-a-glu,2,live,800,1195.33
19:04:00,sample,mub-a-glu,3,live,800,931.00
19:04:00,sample,leu-amc,1,live,800,9852.99
19:04:00,sample,leu-amc,2,live,800,8531.84
19:04:00,sample,leu-amc,3,live,800,6421.03
19:04:00,sample,arg-amc,1,live,800,3973.56
19:04:00,sample,arg-amc,2,live,800,2987.43
19:04:00,sample,arg-amc,3,live,800,4281.18
19:04:00,sample,pro-amc,1,live,800,6990.81
19:04:00,sample,pro-amc,2,live,800,8274.55
19:04:00,sample,pro-amc,3,live,800,6670.51
19:04:00,sample,orn-amc,1,live,800,4220.03
19:04:00,sample,orn-amc,2,live,800,4307.31
19:04:00,sample,orn-amc,3,live,800,3632.25
19:04:00,sample,phe-arg-amc,1,live,800,3987.95
19:04:00,sample,phe-arg-amc,2,live,800,5316.93
19:04:00,sample,phe-arg-amc,3,live,800,5447.38
19:04:00,sample,phe-val-arg-amc,1,live,800,7359.84
19:04:00,sample,phe-val-arg-amc,2,live,800,5627.66
19:04:00,sample,phe-val-arg-amc,3,live,800,7924.79
19:04:00,sample,mub-po4,1,killed,800,22083.16
19:04:00,sample,mub-po4,2,killed,800,15552.40
19:04:00,sample,mub-po4,3,killed,800,26257.18
19:04:00,sample,mub-xylo,1,killed,800,467.56
19:04:00,sample,mub-xylo,2,killed,800,661.74
19:04:00,sample,mub-xylo,3,killed,800,647.53
19:04:00,sample,mub-cell,1,killed,800,1035.17
19:04:00,sample,mub-cell,2,killed,800,684.22
19:04:00,sample,mub-cell,3,killed,800,517.03
19:04:00,sample,mub-nag,1,killed,800,743.04
19:04:00,sample,mub-nag,2,killed,800,1058.76
19:04:00,sample,mub-nag,3,killed,800,1195.48
19:04:00,sample,mub-b-glu,1,killed,800,532.34
19:04:00,sample,mub-b-glu,2,killed,800,427.43
19:04:00,sample,mub-b-glu,3,killed,800,333.90
19:04:00,sample,mub-a-glu,1,killed,800,404.69
19:04:00,sample,mub-a-glu,2,killed,800,661.66
19:04:00,sample,mub-a-glu,3,killed,800,621.33
19:04:00,sample,leu-amc,1,killed,800,1930.06
19:04:00,sample,leu-amc,2,killed,800,1787.16
19:04:00,sample,leu-amc,3,killed,800,1212.16
19:04:00,sample,arg-amc,1,killed,800,1078.74
19:04:00,sample,arg-amc,2,killed,800,1291.51
19:04:00,sample,arg-amc,3,killed,800,1710.38
19:04:00,sample,pro-amc,1,killed,800,898.46
19:04:00,sample,pro-amc,2,killed,800,1313.97
19:04:00,sample,pro-amc,3,killed,800,423.72
19:04:00,sample,orn-amc,1,killed,800,2649.05
19:04:00,sample,orn-amc,2,killed,800,3929.27
19:04:00,sample,orn-amc,3,killed,800,3960.30
19:04:00,sample,phe-arg-amc,1,killed,800,982.63
19:04:00,sample,phe-arg-amc,2,killed,800,944.29
19:04:00,sample,phe-arg-amc,3,killed,800,1087.07
19:04:00,sample,phe-val-arg-amc,1,killed,800,596.21
19:04:00,sample,phe-val-arg-amc,2,killed,800,976.51
19:04:00,sample,phe-val-arg-amc,3,killed,800,1165.07
19:04:00,standard,mub-po4,NA,buffer,800,1631454.31
19:04:00,standard,mub-xylo,NA,buffer,800,8257.33
19:04:00,standard,mub-cell,NA,buffer,800,10925.41
19:04:00,standard,mub-nag,NA,buffer,800,27739.93
19:04:00,standard,mub-b-glu,NA,buffer,800,3987.32
19:04:00,standard,mub-a-glu,NA,buffer,800,6419.97
19:04:00,standard,leu-amc,NA,buffer,800,229725.59
19:04:00,standard,arg-amc,NA,buffer,800,248750.09
19:04:00,standard,pro-amc,NA,buffer,800,157743.37
19:04:00,standard,orn-amc,NA,buffer,800,457766.43
19:04:00,standard,phe-arg-amc,NA,buffer,800,430630.07
19:04:00,standard,phe-val-arg-amc,NA,buffer,800,478243.25
19:04:00,standard,mub-std,NA,buffer,40,284060.62
19:04:00,standard,amc-std,NA,buffer,40,12761346.00
22:28:00,sample,mub-po4,1,live,800,1301.44
22:28:00,sample,mub-po4,2,live,800,36221.27
22:28:00,sample,mub-po4,3,live,800,37190.07
22:28:00,sample,mub-xylo,1,live,800,39460.46
22:28:00,sample,mub-xylo,2,live,800,1216.33
22:28:00,sample,mub-xylo,3,live,800,1549.94
22:28:00,sample,mub-cell,1,live,800,1418.67
22:28:00,sample,mub-cell,2,live,800,604.81
22:28:00,sample,mub-cell,3,live,800,1235.09
22:28:00,sample,mub-nag,1,live,800,2021.74
22:28:00,sample,mub-nag,2,live,800,3674.75
22:28:00,sample,mub-nag,3,live,800,2958.17
22:28:00,sample,mub-b-glu,1,live,800,3286.33
22:28:00,sample,mub-b-glu,2,live,800,4483.55
22:28:00,sample,mub-b-glu,3,live,800,4923.60
22:28:00,sample,mub-a-glu,1,live,800,1383.51
22:28:00,sample,mub-a-glu,2,live,800,1285.46
22:28:00,sample,mub-a-glu,3,live,800,981.90
22:28:00,sample,leu-amc,1,live,800,10984.89
22:28:00,sample,leu-amc,2,live,800,10315.20
22:28:00,sample,leu-amc,3,live,800,7921.42
22:28:00,sample,arg-amc,1,live,800,4077.55
22:28:00,sample,arg-amc,2,live,800,4165.36
22:28:00,sample,arg-amc,3,live,800,5063.62
22:28:00,sample,pro-amc,1,live,800,9013.12
22:28:00,sample,pro-amc,2,live,800,7241.48
22:28:00,sample,pro-amc,3,live,800,8469.30
22:28:00,sample,orn-amc,1,live,800,4046.04
22:28:00,sample,orn-amc,2,live,800,9774.35
22:28:00,sample,orn-amc,3,live,800,4011.15
22:28:00,sample,phe-arg-amc,1,live,800,4836.24
22:28:00,sample,phe-arg-amc,2,live,800,5971.94
22:28:00,sample,phe-arg-amc,3,live,800,5976.53
22:28:00,sample,phe-val-arg-amc,1,live,800,8078.49
22:28:00,sample,phe-val-arg-amc,2,live,800,9730.19
22:28:00,sample,phe-val-arg-amc,3,live,800,8081.72
22:28:00,sample,mub-po4,1,killed,800,18152.33
22:28:00,sample,mub-po4,2,killed,800,16191.81
22:28:00,sample,mub-po4,3,killed,800,24231.15
22:28:00,sample,mub-xylo,1,killed,800,532.19
22:28:00,sample,mub-xylo,2,killed,800,611.77
22:28:00,sample,mub-xylo,3,killed,800,844.40
22:28:00,sample,mub-cell,1,killed,800,880.26
22:28:00,sample,mub-cell,2,killed,800,561.35
22:28:00,sample,mub-cell,3,killed,800,463.98
22:28:00,sample,mub-nag,1,killed,800,735.24
22:28:00,sample,mub-nag,2,killed,800,983.91
22:28:00,sample,mub-nag,3,killed,800,1311.17
22:28:00,sample,mub-b-glu,1,killed,800,531.22
22:28:00,sample,mub-b-glu,2,killed,800,436.75
22:28:00,sample,mub-b-glu,3,killed,800,336.69
22:28:00,sample,mub-a-glu,1,killed,800,400.47
22:28:00,sample,mub-a-glu,2,killed,800,631.49
22:28:00,sample,mub-a-glu,3,killed,800,615.77
22:28:00,sample,leu-amc,1,killed,800,2406.19
22:28:00,sample,leu-amc,2,killed,800,2112.44
22:28:00,sample,leu-amc,3,killed,800,894.52
22:28:00,sample,arg-amc,1,killed,800,1257.63
22:28:00,sample,arg-amc,2,killed,800,1226.04
22:28:00,sample,arg-amc,3,killed,800,2022.47
22:28:00,sample,pro-amc,1,killed,800,861.10
22:28:00,sample,pro-amc,2,killed,800,1257.92
22:28:00,sample,pro-amc,3,killed,800,292.91
22:28:00,sample,orn-amc,1,killed,800,2754.42
22:28:00,sample,orn-amc,2,killed,800,3819.79
22:28:00,sample,orn-amc,3,killed,800,3340.89
22:28:00,sample,phe-arg-amc,1,killed,800,994.24
22:28:00,sample,phe-arg-amc,2,killed,800,887.57
22:28:00,sample,phe-arg-amc,3,killed,800,769.39
22:28:00,sample,phe-val-arg-amc,1,killed,800,624.03
22:28:00,sample,phe-val-arg-amc,2,killed,800,1079.43
22:28:00,sample,phe-val-arg-amc,3,killed,800,1146.74
22:28:00,standard,mub-po4,NA,buffer,800,1616920.00
22:28:00,standard,mub-xylo,NA,buffer,800,8286.05
22:28:00,standard,mub-cell,NA,buffer,800,10894.90
22:28:00,standard,mub-nag,NA,buffer,800,28727.82
22:28:00,standard,mub-b-glu,NA,buffer,800,4625.08
22:28:00,standard,mub-a-glu,NA,buffer,800,6457.52
22:28:00,standard,leu-amc,NA,buffer,800,215652.20
22:28:00,standard,arg-amc,NA,buffer,800,245158.21
22:28:00,standard,pro-amc,NA,buffer,800,159640.79
22:28:00,standard,orn-amc,NA,buffer,800,459430.84
22:28:00,standard,phe-arg-amc,NA,buffer,800,428791.31
22:28:00,standard,phe-val-arg-amc,NA,buffer,800,478087.46
22:28:00,standard,mub-std,NA,buffer,40,311430.18
22:28:00,standard,amc-std,NA,buffer,40,14607037.00
