elapsed.time.hms,sample.calib,substrate,rep,treatment,conc.uM,RFU
4:57:00,sample,leu-amc,3,live,800,280.03
4:57:00,sample,arg-amc,1,live,800,339.38
4:57:00,sample,arg-amc,2,live,800,392.82
4:57:00,sample,arg-amc,3,live,800,412.83
4:57:00,sample,pro-amc,1,live,800,230.71
4:57:00,sample,pro-amc,2,live,800,261.3
4:57:00,sample,pro-amc,3,live,800,207.47
4:57:00,sample,orn-amc,1,live,800,1028.27
4:57:00,sample,orn-amc,2,live,800,653.03
4:57:00,sample,orn-amc,3,live,800,1059
4:57:00,sample,phe-arg-amc,1,live,800,401.46
4:57:00,sample,phe-arg-amc,2,live,800,422.15
4:57:00,sample,phe-arg-amc,3,live,800,324.6
4:57:00,sample,phe-val-arg-amc,1,live,800,551.08
4:57:00,sample,phe-val-arg-amc,2,live,800,541.8
4:57:00,sample,phe-val-arg-amc,3,live,800,646.7
4:57:00,sample,mub-po4,1,killed,800,1291.14
4:57:00,sample,mub-po4,2,killed,800,1156.77
4:57:00,sample,mub-po4,3,killed,800,1085.3
4:57:00,sample,mub-xylo,1,killed,800,313.53
4:57:00,sample,mub-xylo,2,killed,800,338.04
4:57:00,sample,mub-xylo,3,killed,800,264.84
4:57:00,sample,mub-cell,1,killed,800,322.8
4:57:00,sample,mub-cell,2,killed,800,447.05
4:57:00,sample,mub-cell,3,killed,800,280.29
4:57:00,sample,mub-nag,1,killed,800,346.15
4:57:00,sample,mub-nag,2,killed,800,287.41
4:57:00,sample,mub-nag,3,killed,800,291.28
4:57:00,sample,mub-b-glu,1,killed,800,247.8
4:57:00,sample,mub-b-glu,2,killed,800,249.19
4:57:00,sample,mub-b-glu,3,killed,800,233.91
4:57:00,sample,mub-a-glu,1,killed,800,292.54
4:57:00,sample,mub-a-glu,2,killed,800,253.73
4:57:00,sample,mub-a-glu,3,killed,800,40.59
4:57:00,sample,leu-amc,1,killed,800,867.14
4:57:00,sample,leu-amc,2,killed,800,648.86
4:57:00,sample,leu-amc,3,killed,800,635.61
4:57:00,sample,arg-amc,1,killed,800,2264.03
4:57:00,sample,arg-amc,2,killed,800,498.49
4:57:00,sample,arg-amc,3,killed,800,488.02
4:57:00,sample,pro-amc,1,killed,800,481.26
4:57:00,sample,pro-amc,2,killed,800,795.41
4:57:00,sample,pro-amc,3,killed,800,461.94
4:57:00,sample,orn-amc,1,killed,800,2036.53
4:57:00,sample,orn-amc,2,killed,800,2706.96
4:57:00,sample,orn-amc,3,killed,800,1199.44
4:57:00,sample,phe-arg-amc,1,killed,800,775.86
4:57:00,sample,phe-arg-amc,2,killed,800,541.45
4:57:00,sample,phe-arg-amc,3,killed,800,192.91
4:57:00,sample,phe-val-arg-amc,1,killed,800,804.31
4:57:00,sample,phe-val-arg-amc,2,killed,800,719.66
4:57:00,sample,phe-val-arg-amc,3,killed,800,216.1
4:57:00,standard,mub-po4,NA,buffer,800,154127.2
4:57:00,standard,mub-xylo,NA,buffer,800,7907.18
4:57:00,standard,mub-cell,NA,buffer,800,10909.68
4:57:00,standard,mub-nag,NA,buffer,800,7687.07
4:57:00,standard,mub-b-glu,NA,buffer,800,3148.7
4:57:00,standard,mub-a-glu,NA,buffer,800,4734.25
4:57:00,standard,leu-amc,NA,buffer,800,169603.7
4:57:00,standard,arg-amc,NA,buffer,800,210752.98
4:57:00,standard,pro-amc,NA,buffer,800,138356.29
4:57:00,standard,orn-amc,NA,buffer,800,614072.31
4:57:00,standard,phe-arg-amc,NA,buffer,800,477320.06
4:57:00,standard,phe-val-arg-amc,NA,buffer,800,515331.53
4:57:00,standard,mub-std,NA,buffer,40,152104.78
4:57:00,standard,amc-std,NA,buffer,40,6709917.5
9:42:00,sample,mub-po4,1,live,800,2000.16
9:42:00,sample,mub-po4,2,live,800,2305.43
9:42:00,sample,mub-po4,3,live,800,1922.37
9:42:00,sample,mub-xylo,1,live,800,130.87
9:42:00,sample,mub-xylo,2,live,800,133.77
9:42:00,sample,mub-xylo,3,live,800,128.5
9:42:00,sample,mub-cell,1,live,800,150.18
9:42:00,sample,mub-cell,2,live,800,185.57
9:42:00,sample,mub-cell,3,live,800,177.13
9:42:00,sample,mub-nag,1,live,800,446.33
9:42:00,sample,mub-nag,2,live,800,245.07
9:42:00,sample,mub-nag,3,live,800,228.14
9:42:00,sample,mub-b-glu,1,live,800,441.62
9:42:00,sample,mub-b-glu,2,live,800,429.88
9:42:00,sample,mub-b-glu,3,live,800,385.34
9:42:00,sample,mub-a-glu,1,live,800,2576.64
9:42:00,sample,mub-a-glu,2,live,800,1687.41
9:42:00,sample,mub-a-glu,3,live,800,108.11
9:42:00,sample,leu-amc,1,live,800,701.91
9:42:00,sample,leu-amc,2,live,800,590.94
9:42:00,sample,leu-amc,3,live,800,366.54
9:42:00,sample,arg-amc,1,live,800,478.21
9:42:00,sample,arg-amc,2,live,800,485.37
9:42:00,sample,arg-amc,3,live,800,544.23
9:42:00,sample,pro-amc,1,live,800,301.54
9:42:00,sample,pro-amc,2,live,800,439.83
9:42:00,sample,pro-amc,3,live,800,274.8
9:42:00,sample,orn-amc,1,live,800,1102.17
9:42:00,sample,orn-amc,2,live,800,862.64
9:42:00,sample,orn-amc,3,live,800,880.55
9:42:00,sample,phe-arg-amc,1,live,800,464.6
9:42:00,sample,phe-arg-amc,2,live,800,227.35
9:42:00,sample,phe-arg-amc,3,live,800,422.52
9:42:00,sample,phe-val-arg-amc,1,live,800,734.39
9:42:00,sample,phe-val-arg-amc,2,live,800,282.87
9:42:00,sample,phe-val-arg-amc,3,live,800,825.16
9:42:00,sample,mub-po4,1,killed,800,1746.6
9:42:00,sample,mub-po4,2,killed,800,1572.72
9:42:00,sample,mub-po4,3,killed,800,1910.8
9:42:00,sample,mub-xylo,1,killed,800,347.8
9:42:00,sample,mub-xylo,2,killed,800,750.21
9:42:00,sample,mub-xylo,3,killed,800,321.97
9:42:00,sample,mub-cell,1,killed,800,391.7
9:42:00,sample,mub-cell,2,killed,800,273.25
9:42:00,sample,mub-cell,3,killed,800,325.05
9:42:00,sample,mub-nag,1,killed,800,422.09
9:42:00,sample,mub-nag,2,killed,800,38.03
9:42:00,sample,mub-nag,3,killed,800,374.53
9:42:00,sample,mub-b-glu,1,killed,800,289.15
9:42:00,sample,mub-b-glu,2,killed,800,299.82
9:42:00,sample,mub-b-glu,3,killed,800,277.84
9:42:00,sample,mub-a-glu,1,killed,800,333.47
9:42:00,sample,mub-a-glu,2,killed,800,244
9:42:00,sample,mub-a-glu,3,killed,800,42.32
9:42:00,sample,leu-amc,1,killed,800,880.48
9:42:00,sample,leu-amc,2,killed,800,669.07
9:42:00,sample,leu-amc,3,killed,800,625.43
9:42:00,sample,arg-amc,1,killed,800,526.23
9:42:00,sample,arg-amc,2,killed,800,563.09
9:42:00,sample,arg-amc,3,killed,800,603.35
9:42:00,sample,pro-amc,1,killed,800,862.12
9:42:00,sample,pro-amc,2,killed,800,586.81
9:42:00,sample,pro-amc,3,killed,800,500.07
9:42:00,sample,orn-amc,1,killed,800,2278.77
9:42:00,sample,orn-amc,2,killed,800,2970.23
9:42:00,sample,orn-amc,3,killed,800,1265.65
9:42:00,sample,phe-arg-amc,1,killed,800,826.65
9:42:00,sample,phe-arg-amc,2,killed,800,582.9
9:42:00,sample,phe-arg-amc,3,killed,800,204.92
9:42:00,sample,phe-val-arg-amc,1,killed,800,834.88
9:42:00,sample,phe-val-arg-amc,2,killed,800,777.74
9:42:00,sample,phe-val-arg-amc,3,killed,800,173.14
9:42:00,standard,mub-po4,NA,buffer,800,153877.96
9:42:00,standard,mub-xylo,NA,buffer,800,7904.98
9:42:00,standard,mub-cell,NA,buffer,800,10715.5
9:42:00,standard,mub-nag,NA,buffer,800,8615.24
