depth.mbsf,elapsed.time.hms,sample.calib,substrate,rep,treatment,conc.uM,RFU
54.95,0:00:00,sample,mub-cell,3,killed,800,479.35
54.95,0:00:00,sample,mub-nag,1,killed,800,561.21
54.95,0:00:00,sample,mub-nag,2,killed,800,573.13
54.95,0:00:00,sample,mub-nag,3,killed,800,489.49
54.95,0:00:00,sample,mub-b-glu,1,killed,800,293.11
54.95,0:00:00,sample,mub-b-glu,2,killed,800,316.85
54.95,0:00:00,sample,mub-b-glu,3,killed,800,291.89
54.95,0:00:00,sample,mub-a-glu,1,killed,800,370.58
54.95,0:00:00,sample,mub-a-glu,2,killed,800,344.84
54.95,0:00:00,sample,mub-a-glu,3,killed,800,313.39
54.95,0:00:00,sample,leu-amc,1,killed,800,1765.77
54.95,0:00:00,sample,leu-amc,2,killed,800,2289.03
54.95,0:00:00,sample,leu-amc,3,killed,800,2166.4
54.95,0:00:00,sample,arg-amc,1,killed,800,782.95
54.95,0:00:00,sample,arg-amc,2,killed,800,866.36
54.95,0:00:00,sample,arg-amc,3,killed,800,797.7
54.95,0:00:00,sample,pro-amc,1,killed,800,895.49
54.95,0:00:00,sample,pro-amc,2,killed,800,871.4
54.95,0:00:00,sample,pro-amc,3,killed,800,823.24
54.95,0:00:00,sample,orn-amc,1,killed,800,5154.6
54.95,0:00:00,sample,orn-amc,2,killed,800,5673.18
54.95,0:00:00,sample,orn-amc,3,killed,800,6446.88
54.95,0:00:00,sample,phe-arg-amc,1,killed,800,3409.48
54.95,0:00:00,sample,phe-arg-amc,2,killed,800,3570.14
54.95,0:00:00,sample,phe-arg-amc,3,killed,800,3111.67
54.95,0:00:00,sample,phe-val-arg-amc,1,killed,800,2644.21
54.95,0:00:00,sample,phe-val-arg-amc,2,killed,800,2607.13
54.95,0:00:00,sample,phe-val-arg-amc,3,killed,800,2591.39
54.95,0:00:00,standard,mub-po4,NA,buffer,800,196772.28
54.95,0:00:00,standard,mub-xylo,NA,buffer,800,6100.61
54.95,0:00:00,standard,mub-cell,NA,buffer,800,14515.59
54.95,0:00:00,standard,mub-nag,NA,buffer,800,17085.85
54.95,0:00:00,standard,mub-b-glu,NA,buffer,800,3557.56
54.95,0:00:00,standard,mub-a-glu,NA,buffer,800,6253.49
54.95,0:00:00,standard,leu-amc,NA,buffer,800,159066.87
54.95,0:00:00,standard,arg-amc,NA,buffer,800,194195.85
54.95,0:00:00,standard,pro-amc,NA,buffer,800,107599.4
54.95,0:00:00,standard,orn-amc,NA,buffer,800,535249.81
54.95,0:00:00,standard,phe-arg-amc,NA,buffer,800,466910.06
54.95,0:00:00,standard,phe-val-arg-amc,NA,buffer,800,486598.34
54.95,0:00:00,standard,mub-std,NA,buffer,40,209579.76
54.95,0:00:00,standard,amc-std,NA,buffer,40,
54.95,0:00:00,calib,mub-std,NA,live,0,197.22
54.95,0:00:00,calib,mub-std,NA,live,16,1202.54
54.95,0:00:00,calib,mub-std,NA,live,32,2602.3
54.95,0:00:00,calib,mub-std,NA,live,48,4806.98
54.95,0:00:00,calib,mub-std,NA,live,64,7929.83
54.95,0:00:00,calib,mub-std,NA,live,80,8057.5
54.95,0:00:00,calib,amc-std,NA,live,0,194.39
54.95,0:00:00,calib,amc-std,NA,live,16,25705.59
54.95,0:00:00,calib,amc-std,NA,live,32,47998.92
54.95,0:00:00,calib,amc-std,NA,live,48,70856.51
54.95,0:00:00,calib,amc-std,NA,live,64,94849.39
54.95,0:00:00,calib,amc-std,NA,live,80,106992.85
54.95,5:13:00,sample,mub-po4,1,live,800,2606.02
54.95,5:13:00,sample,mub-po4,2,live,800,2764.84
54.95,5:13:00,sample,mub-po4,3,live,800,2703.02
54.95,5:13:00,sample,mub-xylo,1,live,800,235.16
54.95,5:13:00,sample,mub-xylo,2,live,800,228.38
54.95,5:13:00,sample,mub-xylo,3,live,800,234.78
54.95,5:13:00,sample,mub-cell,1,live,800,299.67
54.95,5:13:00,sample,mub-cell,2,live,800,322.09
54.95,5:13:00,sample,mub-cell,3,live,800,339.27
54.95,5:13:00,sample,mub-nag,1,live,800,360.48
54.95,5:13:00,sample,mub-nag,2,live,800,392.49
54.95,5:13:00,sample,mub-nag,3,live,800,346.44
54.95,5:13:00,sample,mub-b-glu,1,live,800,215.25
54.95,5:13:00,sample,mub-b-glu,2,live,800,226.13
54.95,5:13:00,sample,mub-b-glu,3,live,800,228.72
54.95,5:13:00,sample,mub-a-glu,1,live,800,243.04
54.95,5:13:00,sample,mub-a-glu,2,live,800,218.78
54.95,5:13:00,sample,mub-a-glu,3,live,800,346.11
54.95,5:13:00,sample,leu-amc,1,live,800,1224.94
54.95,5:13:00,sample,leu-amc,2,live,800,1010.83
54.95,5:13:00,sample,leu-amc,3,live,800,1233
54.95,5:13:00,sample,arg-amc,1,live,800,464.48
54.95,5:13:00,sample,arg-amc,2,live,800,528.38
54.95,5:13:00,sample,arg-amc,3,live,800,510.9
54.95,5:13:00,sample,pro-amc,1,live,800,484.49
54.95,5:13:00,sample,pro-amc,2,live,800,761.25
54.95,5:13:00,sample,pro-amc,3,live,800,525.04
54.95,5:13:00,sample,orn-amc,1,live,800,3070.08
54.95,5:13:00,sample,orn-amc,2,live,800,3231.51
54.95,5:13:00,sample,orn-amc,3,live,800,3543.55
54.95,5:13:00,sample,phe-arg-amc,1,live,800,1578.68
54.95,5:13:00,sample,phe-arg-amc,2,live,800,2057.06
54.95,5:13:00,sample,phe-arg-amc,3,live,800,1575.99
54.95,5:13:00,sample,phe-val-arg-amc,1,live,800,1342.44
54.95,5:13:00,sample,phe-val-arg-amc,2,live,800,1204.63
54.95,5:13:00,sample,phe-val-arg-amc,3,live,800,1253.29
54.95,5:13:00,sample,mub-po4,1,killed,800,4848.34
54.95,5:13:00,sample,mub-po4,2,killed,800,4893.98
54.95,5:13:00,sample,mub-po4,3,killed,800,4981.22
54.95,5:13:00,sample,mub-xylo,1,killed,800,373.68
54.95,5:13:00,sample,mub-xylo,2,killed,800,373.73
54.95,5:13:00,sample,mub-xylo,3,killed,800,362.98
54.95,5:13:00,sample,mub-cell,1,killed,800,546.99
54.95,5:13:00,sample,mub-cell,2,killed,800,493.44
54.95,5:13:00,sample,mub-cell,3,killed,800,510.3
54.95,5:13:00,sample,mub-nag,1,killed,800,617.36
54.95,5:13:00,sample,mub-nag,2,killed,800,638.85
54.95,5:13:00,sample,mub-nag,3,killed,800,560.77
54.95,5:13:00,sample,mub-b-glu,1,killed,800,337.47
54.95,5:13:00,sample,mub-b-glu,2,killed,800,299.92
54.95,5:13:00,sample,mub-b-glu,3,killed,800,296.09
54.95,5:13:00,sample,mub-a-glu,1,killed,800,370.1
54.95,5:13:00,sample,mub-a-glu,2,killed,800,366.33
54.95,5:13:00,sample,mub-a-glu,3,killed,800,305.43
54.95,5:13:00,sample,leu-amc,1,killed,800,1769.67
54.95,5:13:00,sample,leu-amc,2,killed,800,1756.37
54.95,5:13:00,sample,leu-amc,3,killed,800,1694.6
54.95,5:13:00,sample,arg-amc,1,killed,800,913.17
54.95,5:13:00,sample,arg-amc,2,killed,800,902.87
54.95,5:13:00,sample,arg-amc,3,killed,800,1021.59
54.95,5:13:00,sample,pro-amc,1,killed,800,975.54
54.95,5:13:00,sample,pro-amc,2,killed,800,865.77
54.95,5:13:00,sample,pro-amc,3,killed,800,801.17
54.95,5:13:00,sample,orn-amc,1,killed,800,5775.21
54.95,5:13:00,sample,orn-amc,2,killed,800,6717.73
54.95,5:13:00,sample,orn-amc,3,killed,800,7283.01
54.95,5:13:00,sample,phe-arg-amc,1,killed,800,3579.11
54.95,5:13:00,sample,phe-arg-amc,2,killed,800,3494.77
54.95,5:13:00,sample,phe-arg-amc,3,killed,800,3126.88
54.95,5:13:00,sample,phe-val-arg-amc,1,killed,800,2256.78
54.95,5:13:00,sample,phe-val-arg-amc,2,killed,800,2220.88
54.95,5:13:00,sample,phe-val-arg-amc,3,killed,800,2300.06
54.95,5:13:00,standard,mub-po4,NA,buffer,800,197379.59
54.95,5:13:00,standard,mub-xylo,NA,buffer,800,5790.89
54.95,5:13:00,standard,mub-cell,NA,buffer,800,14637.69
54.95,5:13:00,standard,mub-nag,NA,buffer,800,19213.86
54.95,5:13:00,standard,mub-b-glu,NA,buffer,800,3649.77
54.95,5:13:00,standard,mub-a-glu,NA,buffer,800,6471.84
54.95,5:13:00,standard,leu-amc,NA,buffer,800,167025.59
54.95,5:13:00,standard,arg-amc,NA,buffer,800,190241.18
54.95,5:13:00,standard,pro-amc,NA,buffer,800,120589.93
54.95,5:13:00,standard,orn-amc,NA,buffer,800,583890.43
54.95,5:13:00,standard,phe-arg-amc,NA,buffer,800,463868.87
54.95,5:13:00,standard,phe-val-arg-amc,NA,buffer,800,448195.28
54.95,5:13:00,standard,mub-std,NA,buffer,40,983390.62
54.95,5:13:00,standard,amc-std,NA,buffer,40,
54.95,5:13:00,calib,mub-std,NA,live,0,188.66
54.95,5:13:00,calib,mub-std,NA,live,16,4944.74
54.95,5:13:00,calib,mub-std,NA,live,32,10859.94
54.95,5:13:00,calib,mub-std,NA,live,48,17572.65
54.95,5:13:00,calib,mub-std,NA,live,64,32822.23
54.95,5:13:00,calib,mub-std,NA,live,80,28088.78
54.95,5:13:00,calib,amc-std,NA,live,0,175.03
54.95,5:13:00,calib,amc-std,NA,live,16,22953.48
54.95,5:13:00,calib,amc-std,NA,live,32,44064.58
54.95,5:13:00,calib,amc-std,NA,live,48,66681.27
54.95,5:13:00,calib,amc-std,NA,live,64,90246.09
54.95,5:13:00,calib,amc-std,NA,live,80,116721.75
54.95,20:16:00,sample,mub-po4,1,live,800,3679.45
54.95,20:16:00,sample,mub-po4,2,live,800,3658.51
54.95,20:16:00,sample,mub-po4,3,live,800,3572.95
54.95,20:16:00,sample,mub-xylo,1,live,800,243.92
54.95,20:16:00,sample,mub-xylo,2,live,800,229.7
54.95,20:16:00,sample,mub-xylo,3,live,800,212.53
54.95,20:16:00,sample,mub-cell,1,live,800,299.13
54.95,20:16:00,sample,mub-cell,2,live,800,324.54
54.95,20:16:00,sample,mub-cell,3,live,800,319.7
54.95,20:16:00,sample,mub-nag,1,live,800,356.81
54.95,20:16:00,sample,mub-nag,2,live,800,407.42
54.95,20:16:00,sample,mub-nag,3,live,800,343.74
54.95,20:16:00,sample,mub-b-glu,1,live,800,236.43
54.95,20:16:00,sample,mub-b-glu,2,live,800,235.79
54.95,20:16:00,sample,mub-b-glu,3,live,800,241.69
54.95,20:16:00,sample,mub-a-glu,1,live,800,209.86
54.95,20:16:00,sample,mub-a-glu,2,live,800,211.05
54.95,20:16:00,sample,mub-a-glu,3,live,800,213.79
54.95,20:16:00,sample,leu-amc,1,live,800,864.55
54.95,20:16:00,sample,leu-amc,2,live,800,882.62
54.95,20:16:00,sample,leu-amc,3,live,800,789.68
54.95,20:16:00,sample,arg-amc,1,live,800,457.85
54.95,20:16:00,sample,arg-amc,2,live,800,507.92
54.95,20:16:00,sample,arg-amc,3,live,800,513.29
54.95,20:16:00,sample,pro-amc,1,live,800,467.28
54.95,20:16:00,sample,pro-amc,2,live,800,511.07
54.95,20:16:00,sample,pro-amc,3,live,800,524.33
54.95,20:16:00,sample,orn-amc,1,live,800,2745.34
54.95,20:16:00,sample,orn-amc,2,live,800,3331.65
54.95,20:16:00,sample,orn-amc,3,live,800,3437.28
54.95,20:16:00,sample,phe-arg-amc,1,live,800,1444.57
54.95,20:16:00,sample,phe-arg-amc,2,live,800,1744.25
54.95,20:16:00,sample,phe-arg-amc,3,live,800,1361.15
54.95,20:16:00,sample,phe-val-arg-amc,1,live,800,1105.45
54.95,20:16:00,sample,phe-val-arg-amc,2,live,800,1080.05
54.95,20:16:00,sample,phe-val-arg-amc,3,live,800,1122.8
54.95,20:16:00,sample,mub-po4,1,killed,800,6155.79
54.95,20:16:00,sample,mub-po4,2,killed,800,5756.41
54.95,20:16:00,sample,mub-po4,3,killed,800,6134.69
54.95,20:16:00,sample,mub-xylo,1,killed,800,343.32
54.95,20:16:00,sample,mub-xylo,2,killed,800,385.74
54.95,20:16:00,sample,mub-xylo,3,killed,800,361.14
54.95,20:16:00,sample,mub-cell,1,killed,800,546.38
54.95,20:16:00,sample,mub-cell,2,killed,800,494.82
54.95,20:16:00,sample,mub-cell,3,killed,800,622.7
54.95,20:16:00,sample,mub-nag,1,killed,800,741.18
54.95,20:16:00,sample,mub-nag,2,killed,800,742.83
54.95,20:16:00,sample,mub-nag,3,killed,800,611.27
54.95,20:16:00,sample,mub-b-glu,1,killed,800,374.11
54.95,20:16:00,sample,mub-b-glu,2,killed,800,353.2
54.95,20:16:00,sample,mub-b-glu,3,killed,800,363.72
54.95,20:16:00,sample,mub-a-glu,1,killed,800,401.5
54.95,20:16:00,sample,mub-a-glu,2,killed,800,373.08
54.95,20:16:00,sample,mub-a-glu,3,killed,800,426.91
54.95,20:16:00,sample,leu-amc,1,killed,800,1545.25
54.95,20:16:00,sample,leu-amc,2,killed,800,1628.26
54.95,20:16:00,sample,leu-amc,3,killed,800,1583.18
54.95,20:16:00,sample,arg-amc,1,killed,800,980.95
54.95,20:16:00,sample,arg-amc,2,killed,800,939.25
54.95,20:16:00,sample,arg-amc,3,killed,800,1128.49
54.95,20:16:00,sample,pro-amc,1,killed,800,1314.58
54.95,20:16:00,sample,pro-amc,2,killed,800,964.51
54.95,20:16:00,sample,pro-amc,3,killed,800,962.64
54.95,20:16:00,sample,orn-amc,1,killed,800,6174.71
54.95,20:16:00,sample,orn-amc,2,killed,800,7262.68
54.95,20:16:00,sample,orn-amc,3,killed,800,9141.84
54.95,20:16:00,sample,phe-arg-amc,1,killed,800,3299.48
54.95,20:16:00,sample,phe-arg-amc,2,killed,800,3429.72
54.95,20:16:00,sample,phe-arg-amc,3,killed,800,2989.63
54.95,20:16:00,sample,phe-val-arg-amc,1,killed,800,2257.11
54.95,20:16:00,sample,phe-val-arg-amc,2,killed,800,2292.86
54.95,20:16:00,sample,phe-val-arg-amc,3,killed,800,2097.59
54.95,20:16:00,standard,mub-po4,NA,buffer,800,202233.59
54.95,20:16:00,standard,mub-xylo,NA,buffer,800,5934.07
54.95,20:16:00,standard,mub-cell,NA,buffer,800,15389.33
54.95,20:16:00,standard,mub-nag,NA,buffer,800,24975.15
54.95,20:16:00,standard,mub-b-glu,NA,buffer,800,3861.04
54.95,20:16:00,standard,mub-a-glu,NA,buffer,800,6708.88
54.95,20:16:00,standard,leu-amc,NA,buffer,800,193280.7
54.95,20:16:00,standard,arg-amc,NA,buffer,800,209609.48
54.95,20:16:00,standard,pro-amc,NA,buffer,800,152650.42
54.95,20:16:00,standard,orn-amc,NA,buffer,800,654014.25
54.95,20:16:00,standard,phe-arg-amc,NA,buffer,800,456649.4
54.95,20:16:00,standard,phe-val-arg-amc,NA,buffer,800,473539.34
54.95,20:16:00,standard,mub-std,NA,buffer,40,3730059
54.95,20:16:00,standard,amc-std,NA,buffer,40,
54.95,20:16:00,calib,mub-std,NA,live,0,211.15
54.95,20:16:00,calib,mub-std,NA,live,16,11129.18
54.95,20:16:00,calib,mub-std,NA,live,32,27311.15
54.95,20:16:00,calib,mub-std,NA,live,48,42267.89
54.95,20:16:00,calib,mub-std,NA,live,64,67457.39
54.95,20:16:00,calib,mub-std,NA,live,80,58072.33
54.95,20:16:00,calib,amc-std,NA,live,0,183.43
54.95,20:16:00,calib,amc-std,NA,live,16,22375.62
54.95,20:16:00,calib,amc-std,NA,live,32,44790.84
54.95,20:16:00,calib,amc-std,NA,live,48,66357.39
54.95,20:16:00,calib,amc-std,NA,live,64,82140.89
54.95,20:16:00,calib,amc-std,NA,live,80,98623.86
