depth.mbsf,elapsed.time.hms,sample.calib,substrate,rep,treatment,conc.uM,RFU
77.92,0:00:00,sample,phe-val-arg-amc,3,killed,800,1262.73
77.92,0:00:00,calib,mub-std,NA,live,0,219.49
77.92,0:00:00,calib,mub-std,NA,live,16,1841.63
77.92,0:00:00,calib,mub-std,NA,live,32,3722.31
77.92,0:00:00,calib,mub-std,NA,live,48,7570.62
77.92,0:00:00,calib,mub-std,NA,live,64,11594.11
77.92,0:00:00,calib,mub-std,NA,live,80,7688.32
77.92,0:00:00,calib,amc-std,NA,live,0,230.1
77.92,0:00:00,calib,amc-std,NA,live,16,49102.03
77.92,0:00:00,calib,amc-std,NA,live,32,92886.74
77.92,0:00:00,calib,amc-std,NA,live,48,137684.57
77.92,0:00:00,calib,amc-std,NA,live,64,168949.39
77.92,0:00:00,calib,amc-std,NA,live,80,212105.76
77.92,15:09:00,sample,mub-po4,1,live,800,12243.2
77.92,15:09:00,sample,mub-po4,2,live,800,11264.73
77.92,15:09:00,sample,mub-po4,3,live,800,11357.1
77.92,15:09:00,sample,mub-xylo,1,live,800,345.24
77.92,15:09:00,sample,mub-xylo,2,live,800,346.59
77.92,15:09:00,sample,mub-xylo,3,live,800,328.15
77.92,15:09:00,sample,mub-cell,1,live,800,537.4
77.92,15:09:00,sample,mub-cell,2,live,800,487.88
77.92,15:09:00,sample,mub-cell,3,live,800,487.16
77.92,15:09:00,sample,mub-nag,1,live,800,426.77
77.92,15:09:00,sample,mub-nag,2,live,800,358.73
77.92,15:09:00,sample,mub-nag,3,live,800,412.07
77.92,15:09:00,sample,mub-b-glu,1,live,800,306.6
77.92,15:09:00,sample,mub-b-glu,2,live,800,297.5
77.92,15:09:00,sample,mub-b-glu,3,live,800,290.84
77.92,15:09:00,sample,mub-a-glu,1,live,800,338.25
77.92,15:09:00,sample,mub-a-glu,2,live,800,322.58
77.92,15:09:00,sample,mub-a-glu,3,live,800,304.72
77.92,15:09:00,sample,leu-amc,1,live,800,2109.89
77.92,15:09:00,sample,leu-amc,2,live,800,2130.66
77.92,15:09:00,sample,leu-amc,3,live,800,2101.38
77.92,15:09:00,sample,arg-amc,1,live,800,1302.1
77.92,15:09:00,sample,arg-amc,2,live,800,1426.21
77.92,15:09:00,sample,arg-amc,3,live,800,1397.07
77.92,15:09:00,sample,pro-amc,1,live,800,1117.4
77.92,15:09:00,sample,pro-amc,2,live,800,876.72
77.92,15:09:00,sample,pro-amc,3,live,800,770.59
77.92,15:09:00,sample,orn-amc,1,live,800,4720.3
77.92,15:09:00,sample,orn-amc,2,live,800,5704.8
77.92,15:09:00,sample,orn-amc,3,live,800,4737.05
77.92,15:09:00,sample,phe-arg-amc,1,live,800,2780.95
77.92,15:09:00,sample,phe-arg-amc,2,live,800,3039.53
77.92,15:09:00,sample,phe-arg-amc,3,live,800,2868.89
77.92,15:09:00,sample,phe-val-arg-amc,1,live,800,3168.37
77.92,15:09:00,sample,phe-val-arg-amc,2,live,800,3298.52
77.92,15:09:00,sample,phe-val-arg-amc,3,live,800,3239
77.92,15:09:00,sample,mub-po4,1,killed,800,2188.44
77.92,15:09:00,sample,mub-po4,2,killed,800,2156.02
77.92,15:09:00,sample,mub-po4,3,killed,800,2177.62
77.92,15:09:00,sample,mub-xylo,1,killed,800,192.34
77.92,15:09:00,sample,mub-xylo,2,killed,800,191.36
77.92,15:09:00,sample,mub-xylo,3,killed,800,195.56
77.92,15:09:00,sample,mub-cell,1,killed,800,262.65
77.92,15:09:00,sample,mub-cell,2,killed,800,257.32
77.92,15:09:00,sample,mub-cell,3,killed,800,272.08
77.92,15:09:00,sample,mub-nag,1,killed,800,239.81
77.92,15:09:00,sample,mub-nag,2,killed,800,268.85
77.92,15:09:00,sample,mub-nag,3,killed,800,250.35
77.92,15:09:00,sample,mub-b-glu,1,killed,800,178.11
77.92,15:09:00,sample,mub-b-glu,2,killed,800,252.89
77.92,15:09:00,sample,mub-b-glu,3,killed,800,175.92
77.92,15:09:00,sample,mub-a-glu,1,killed,800,185.48
77.92,15:09:00,sample,mub-a-glu,2,killed,800,287.53
77.92,15:09:00,sample,mub-a-glu,3,killed,800,199.25
77.92,15:09:00,sample,leu-amc,1,killed,800,1033.67
77.92,15:09:00,sample,leu-amc,2,killed,800,970.84
77.92,15:09:00,sample,leu-amc,3,killed,800,892.66
77.92,15:09:00,sample,arg-amc,1,killed,800,610.89
77.92,15:09:00,sample,arg-amc,2,killed,800,546.8
77.92,15:09:00,sample,arg-amc,3,killed,800,606.61
77.92,15:09:00,sample,pro-amc,1,killed,800,393.43
77.92,15:09:00,sample,pro-amc,2,killed,800,629.92
77.92,15:09:00,sample,pro-amc,3,killed,800,481.27
77.92,15:09:00,sample,orn-amc,1,killed,800,2458.05
77.92,15:09:00,sample,orn-amc,2,killed,800,2891.86
77.92,15:09:00,sample,orn-amc,3,killed,800,2512.78
77.92,15:09:00,sample,phe-arg-amc,1,killed,800,1298.42
77.92,15:09:00,sample,phe-arg-amc,2,killed,800,1499.39
77.92,15:09:00,sample,phe-arg-amc,3,killed,800,1110.31
77.92,15:09:00,sample,phe-val-arg-amc,1,killed,800,1222.16
77.92,15:09:00,sample,phe-val-arg-amc,2,killed,800,1179.66
77.92,15:09:00,sample,phe-val-arg-amc,3,killed,800,1159.39
77.92,15:09:00,calib,mub-std,NA,live,0,214.46
77.92,15:09:00,calib,mub-std,NA,live,16,10980.76
77.92,15:09:00,calib,mub-std,NA,live,32,21876.23
77.92,15:09:00,calib,mub-std,NA,live,48,45460.5
77.92,15:09:00,calib,mub-std,NA,live,64,66157.58
77.92,15:09:00,calib,mub-std,NA,live,80,46011.25
77.92,15:09:00,calib,amc-std,NA,live,0,224.07
77.92,15:09:00,calib,amc-std,NA,live,16,54168.85
77.92,15:09:00,calib,amc-std,NA,live,32,85541.82
77.92,15:09:00,calib,amc-std,NA,live,48,131979.54
77.92,15:09:00,calib,amc-std,NA,live,64,166981.79
77.92,15:09:00,calib,amc-std,NA,live,80,209347.59
77.92,23:39:00,sample,mub-po4,1,live,800,14406.42
77.92,23:39:00,sample,mub-po4,2,live,800,15183.2
77.92,23:39:00,sample,mub-po4,3,live,800,14550.38
77.92,23:39:00,sample,mub-xylo,1,live,800,459.38
77.92,23:39:00,sample,mub-xylo,2,live,800,347.24
77.92,23:39:00,sample,mub-xylo,3,live,800,352.03
77.92,23:39:00,sample,mub-cell,1,live,800,456.65
77.92,23:39:00,sample,mub-cell,2,live,800,472.57
77.92,23:39:00,sample,mub-cell,3,live,800,479.66
77.92,23:39:00,sample,mub-nag,1,live,800,446.76
77.92,23:39:00,sample,mub-nag,2,live,800,407.64
77.92,23:39:00,sample,mub-nag,3,live,800,473.36
77.92,23:39:00,sample,mub-b-glu,1,live,800,306.14
77.92,23:39:00,sample,mub-b-glu,2,live,800,316.06
77.92,23:39:00,sample,mub-b-glu,3,live,800,344.34
77.92,23:39:00,sample,mub-a-glu,1,live,800,315.02
77.92,23:39:00,sample,mub-a-glu,2,live,800,315.42
77.92,23:39:00,sample,mub-a-glu,3,live,800,314.65
77.92,23:39:00,sample,leu-amc,1,live,800,2206.71
77.92,23:39:00,sample,leu-amc,2,live,800,2112.16
77.92,23:39:00,sample,leu-amc,3,live,800,2155.04
77.92,23:39:00,sample,arg-amc,1,live,800,1383.89
77.92,23:39:00,sample,arg-amc,2,live,800,1360.52
77.92,23:39:00,sample,arg-amc,3,live,800,1289.57
77.92,23:39:00,sample,pro-amc,1,live,800,932
77.92,23:39:00,sample,pro-amc,2,live,800,1188.31
77.92,23:39:00,sample,pro-amc,3,live,800,747.25
77.92,23:39:00,sample,orn-amc,1,live,800,5014.52
77.92,23:39:00,sample,orn-amc,2,live,800,5751.32
77.92,23:39:00,sample,orn-amc,3,live,800,4644.34
77.92,23:39:00,sample,phe-arg-amc,1,live,800,2476.97
77.92,23:39:00,sample,phe-arg-amc,2,live,800,3112.27
77.92,23:39:00,sample,phe-arg-amc,3,live,800,2658.26
77.92,23:39:00,sample,phe-val-arg-amc,1,live,800,3170.38
77.92,23:39:00,sample,phe-val-arg-amc,2,live,800,3083.02
77.92,23:39:00,sample,phe-val-arg-amc,3,live,800,3080.93
77.92,23:39:00,sample,mub-po4,1,killed,800,3871.47
77.92,23:39:00,sample,mub-po4,2,killed,800,2827.13
77.92,23:39:00,sample,mub-po4,3,killed,800,2926.92
77.92,23:39:00,sample,mub-xylo,1,killed,800,194.51
77.92,23:39:00,sample,mub-xylo,2,killed,800,235.01
77.92,23:39:00,sample,mub-xylo,3,killed,800,276.78
77.92,23:39:00,sample,mub-cell,1,killed,800,263.95
77.92,23:39:00,sample,mub-cell,2,killed,800,355.57
77.92,23:39:00,sample,mub-cell,3,killed,800,281.29
77.92,23:39:00,sample,mub-nag,1,killed,800,282.12
77.92,23:39:00,sample,mub-nag,2,killed,800,316.12
77.92,23:39:00,sample,mub-nag,3,killed,800,272.38
77.92,23:39:00,sample,mub-b-glu,1,killed,800,162.21
77.92,23:39:00,sample,mub-b-glu,2,killed,800,184.66
77.92,23:39:00,sample,mub-b-glu,3,killed,800,179.56
77.92,23:39:00,sample,mub-a-glu,1,killed,800,193.46
77.92,23:39:00,sample,mub-a-glu,2,killed,800,212.42
77.92,23:39:00,sample,mub-a-glu,3,killed,800,197.14
77.92,23:39:00,sample,leu-amc,1,killed,800,1082.1
77.92,23:39:00,sample,leu-amc,2,killed,800,1385.25
77.92,23:39:00,sample,leu-amc,3,killed,800,910.1
77.92,23:39:00,sample,arg-amc,1,killed,800,859.48
77.92,23:39:00,sample,arg-amc,2,killed,800,589.67
77.92,23:39:00,sample,arg-amc,3,killed,800,611.78
77.92,23:39:00,sample,pro-amc,1,killed,800,394.36
77.92,23:39:00,sample,pro-amc,2,killed,800,654.63
77.92,23:39:00,sample,pro-amc,3,killed,800,537.64
77.92,23:39:00,sample,orn-amc,1,killed,800,3615.02
77.92,23:39:00,sample,orn-amc,2,killed,800,3215.22
77.92,23:39:00,sample,orn-amc,3,killed,800,2654.03
77.92,23:39:00,sample,phe-arg-amc,1,killed,800,1260.95
77.92,23:39:00,sample,phe-arg-amc,2,killed,800,1513.71
77.92,23:39:00,sample,phe-arg-amc,3,killed,800,1067.21
77.92,23:39:00,sample,phe-val-arg-amc,1,killed,800,1177.28
77.92,23:39:00,sample,phe-val-arg-amc,2,killed,800,1316.62
77.92,23:39:00,sample,phe-val-arg-amc,3,killed,800,1139.95
77.92,23:39:00,calib,mub-std,NA,live,0,229.42
77.92,23:39:00,calib,mub-std,NA,live,16,16125.37
77.92,23:39:00,calib,mub-std,NA,live,32,29268.73
77.92,23:39:00,calib,mub-std,NA,live,48,58549.73
77.92,23:39:00,calib,mub-std,NA,live,64,82146.03
77.92,23:39:00,calib,mub-std,NA,live,80,52426.66
77.92,23:39:00,calib,amc-std,NA,live,0,352.29
77.92,23:39:00,calib,amc-std,NA,live,16,54034.56
77.92,23:39:00,calib,amc-std,NA,live,32,92032.93
77.92,23:39:00,calib,amc-std,NA,live,48,143917.18
77.92,23:39:00,calib,amc-std,NA,live,64,173682.14
77.92,23:39:00,calib,amc-std,NA,live,80,198471.92
