depth.mbsf,time,sample.calib,rep,treatment,conc.uM,RFU
4.5,20:46,sample,2,killed,0,389.17
4.5,20:46,sample,2,killed,80,479.8
4.5,20:46,sample,2,killed,160,617
4.5,20:46,sample,2,killed,240,669.71
4.5,20:46,sample,2,killed,320,653.71
4.5,20:46,sample,2,killed,400,862.82
4.5,20:46,sample,2,killed,480,786.81
4.5,20:46,sample,2,killed,560,943.86
4.5,20:46,sample,2,killed,640,985.63
4.5,20:46,sample,2,killed,720,1053.63
4.5,20:46,calib,1,live,0,431.95
4.5,20:46,calib,1,live,10,17153.46
4.5,20:46,calib,1,live,20,41962.25
4.5,20:46,calib,1,live,30,56295.21
4.5,20:46,calib,1,live,40,76078.61
4.5,20:46,calib,1,live,50,92423.57
